year,transect,site,treat,plot,Source,plant,tbo,Ln.tot,Fr.tot,aveseed1,aveseed2,totgoodseed,totbadseed,plotID,subplotID
2013,HB,H,TR,33,F,3.5,0,14,3,10.66666667,NA,32,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,4.1,0,9,2,6.5,NA,13,2,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,4.3,0,16,4,9.5,NA,38,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,4.5,0,22,4,10.25,NA,41,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,5.1,0,15,5,6.75,NA,34,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,5.5,0,17,4,9.25,NA,37,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,H,1.2,0,10,2,6.5,NA,13,0,HB.H.33,HB.H.33.H
2013,HB,H,TR,33,H,2.3,0,13,11,12.25,NA,135,1.571428571,HB.H.33,HB.H.33.H
2013,HB,H,TR,33,H,2.4,0,9,1,6,NA,6,0,HB.H.33,HB.H.33.H
2013,HB,H,TR,33,H,4.5,0,8,4,6.333333333,NA,25,0,HB.H.33,HB.H.33.H
2013,HB,H,TR,33,H,5.5,0,9,4,10.5,NA,42,0,HB.H.33,HB.H.33.H
2013,HB,H,TR,33,L,3.3,0,14,6,12.5,NA,75,0,HB.H.33,HB.H.33.L
2013,HB,H,TR,33,M,1.2,0,38,16,10.8,9.333333333,158,3.333333333,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,1.5,0,16,4,12,NA,48,0,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,2.2,0,12,6,7,NA,42,0,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,2.3,0,12,4,10.66666667,NA,43,0,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,2.4,0,23,1,10,NA,10,1,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,3.3,0,26,10,14.25,8.666666667,115,0,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,5.4,0,27,7,12.25,10,84,1.5,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,M,5.5,0,18,7,10,NA,70,2.8,HB.H.33,HB.H.33.M
2013,HB,H,TR,33,MT,1.2,0,6,2,9,NA,18,0,HB.H.33,HB.H.33.MT
2013,HB,H,TR,33,MT,1.3,0,8,5,10.33333333,NA,52,1.25,HB.H.33,HB.H.33.MT
2013,HB,H,TR,33,MT,2.2,1,9,1,NA,6,6,0,HB.H.33,HB.H.33.MT
2013,HB,H,TR,33,MT,3.4,0,14,8,13,12,103,0,HB.H.33,HB.H.33.MT
2013,HB,H,TR,33,MT,4.3,0,16,6,11.75,NA,70,0,HB.H.33,HB.H.33.MT
2013,HB,H,TR,33,MT,4.4,0,7,5,7,NA,35,1.25,HB.H.33,HB.H.33.MT
2013,HB,H,TR,33,MT,5.3,0,11,4,8.25,NA,33,5,HB.H.33,HB.H.33.MT
2013,HB,H,TR,35,F,2.4,0,14,3,6.666666667,NA,20,1,HB.H.35,HB.H.35.F
2013,HB,H,TR,35,F,3.3,0,11,2,9,NA,18,1,HB.H.35,HB.H.35.F
2013,HB,H,TR,35,F,4.3,0,17,4,9.5,NA,38,0,HB.H.35,HB.H.35.F
2013,HB,H,TR,35,H,1.2,0,9,4,10.33333333,NA,41,4,HB.H.35,HB.H.35.H
2013,HB,H,TR,35,H,2.3,0,9,5,11.5,NA,58,3.333333333,HB.H.35,HB.H.35.H
2013,HB,H,TR,35,H,2.4,0,13,9,10.66666667,NA,96,1.8,HB.H.35,HB.H.35.H
2013,HB,H,TR,35,H,3.5,0,6,1,11,NA,11,0,HB.H.35,HB.H.35.H
2013,HB,H,TR,35,H,4.5,0,9,6,11.33333333,NA,68,0,HB.H.35,HB.H.35.H
2013,HB,H,TR,35,H,5.2,0,11,9,10.25,NA,92,0,HB.H.35,HB.H.35.H
2013,HB,H,TR,35,L,2.4,0,14,6,10.4,NA,62,1,HB.H.35,HB.H.35.L
2013,HB,H,TR,35,L,3.1,2,11,5,11,NA,55,1.25,HB.H.35,HB.H.35.L
2013,HB,H,TR,35,M,2.1,0,13,4,7,NA,28,0,HB.H.35,HB.H.35.M
2013,HB,H,TR,35,M,2.4,0,28,15,11,6.5,147,0,HB.H.35,HB.H.35.M
2013,HB,H,TR,35,M,3.2,0,11,2,9,NA,18,0,HB.H.35,HB.H.35.M
2013,HB,H,TR,35,M,3.3,0,34,22,13.33333333,10,250,0,HB.H.35,HB.H.35.M
2013,HB,H,TR,35,M,4.4,0,12,3,5.333333333,NA,16,0,HB.H.35,HB.H.35.M
2013,HB,H,TR,35,M,5.4,0,10,1,6,NA,6,2,HB.H.35,HB.H.35.M
2013,HB,H,TR,35,MT,5.4,0,9,3,12,NA,36,0,HB.H.35,HB.H.35.MT
2013,HB,H,TR,35,MT,5.5,0,10,4,16,NA,64,0,HB.H.35,HB.H.35.MT
2013,HB,H,TR,37,F,1.4,0,13,4,10.5,NA,42,0,HB.H.37,HB.H.37.F
2013,HB,H,TR,37,F,2.4,0,22,6,11,7,62,2,HB.H.37,HB.H.37.F
2013,HB,H,TR,37,F,3.4,0,27,9,8,8,72,0,HB.H.37,HB.H.37.F
2013,HB,H,TR,37,F,4.1,0,24,9,8.666666667,9.5,80,1,HB.H.37,HB.H.37.F
2013,HB,H,TR,37,F,4.2,0,14,5,10.5,NA,52,0,HB.H.37,HB.H.37.F
2013,HB,H,TR,37,H,2.5,0,29,25,10,9,238,3.9,HB.H.37,HB.H.37.H
2013,HB,H,TR,37,H,3.3,0,11,4,5,NA,20,0,HB.H.37,HB.H.37.H
2013,HB,H,TR,37,H,4.2,0,10,3,5.333333333,NA,16,9.75,HB.H.37,HB.H.37.H
2013,HB,H,TR,37,H,5.1,0,11,6,11,NA,66,3,HB.H.37,HB.H.37.H
2013,HB,H,TR,37,H,5.5,0,14,13,9.8,NA,127,2.888888889,HB.H.37,HB.H.37.H
2013,HB,H,TR,37,M,3.1,1,11,1,14.5,NA,14,0.2,HB.H.37,HB.H.37.M
2013,HB,H,TR,37,MT,5.3,0,10,4,11.5,NA,46,0,HB.H.37,HB.H.37.MT
2013,HB,H,TR,39,F,2.3,1,8,1,NA,3,3,0,HB.H.39,HB.H.39.F
2013,HB,H,TR,39,F,3.4,1,19,1,NA,6,6,5,HB.H.39,HB.H.39.F
2013,HB,H,TR,39,F,3.5,1,17,6,NA,9.333333333,56,0,HB.H.39,HB.H.39.F
2013,HB,H,TR,39,F,4.3,0,28,3,13,NA,39,0,HB.H.39,HB.H.39.F
2013,HB,H,TR,39,F,4.4,0,8,5,9.333333333,NA,47,1.25,HB.H.39,HB.H.39.F
2013,HB,H,TR,39,F,5.5,1,16,6,NA,4.5,27,0,HB.H.39,HB.H.39.F
2013,HB,H,TR,39,H,2.1,0,9,4,8,NA,32,1.333333333,HB.H.39,HB.H.39.H
2013,HB,H,TR,39,H,3.5,0,22,15,13,11.33333333,185,2.571428571,HB.H.39,HB.H.39.H
2013,HB,H,TR,39,H,4.2,0,15,8,12.6,NA,101,0,HB.H.39,HB.H.39.H
2013,HB,H,TR,39,H,5.4,0,8,3,9,NA,27,2,HB.H.39,HB.H.39.H
2013,HB,H,TR,39,H,5.5,0,11,6,11.75,NA,70,0,HB.H.39,HB.H.39.H
2013,HB,H,TR,39,M,3.2,0,NA,3,9,8,25,0,HB.H.39,HB.H.39.M
2013,HB,H,TR,39,M,5.1,1,9,2,13.5,12,26,0.333333333,HB.H.39,HB.H.39.M
2013,HB,H,TR,39,MT,2.4,0,10,1,11,NA,11,0,HB.H.39,HB.H.39.MT
2013,HB,H,TR,39,MT,3.4,2,10,11,11.25,10,120,1.5,HB.H.39,HB.H.39.MT
2013,HB,H,TR,39,MT,4.1,2,9,1,7,NA,7,0,HB.H.39,HB.H.39.MT
2013,HB,H,TR,39,MT,4.4,0,9,4,12.66666667,NA,51,1.333333333,HB.H.39,HB.H.39.MT
2013,HB,H,TR,41,H,1.4,0,10,3,13.66666667,NA,41,4,HB.H.41,HB.H.41.H
2013,HB,H,TR,41,M,3.3,0,15,3,7.666666667,NA,23,4,HB.H.41,HB.H.41.M
2013,HB,H,TR,41,MT,5.2,0,8,2,5,NA,10,1,HB.H.41,HB.H.41.MT
2013,HB,H,TR,43,F,2.1,0,8,2,9.5,NA,19,5,HB.H.43,HB.H.43.F
2013,HB,H,TR,43,F,4.4,0,20,2,6,NA,12,0,HB.H.43,HB.H.43.F
2013,HB,H,TR,43,H,3.3,0,11,4,9,NA,36,3,HB.H.43,HB.H.43.H
2013,HB,H,TR,43,M,2.5,0,9,4,8,NA,32,1,HB.H.43,HB.H.43.M
2013,HB,H,TR,43,M,4.1,0,12,6,7,NA,42,4.5,HB.H.43,HB.H.43.M
2013,HB,H,TR,43,M,4.4,0,7,2,12.5,NA,25,0,HB.H.43,HB.H.43.M
2013,HB,H,TR,43,MT,1.4,0,11,7,9.25,NA,65,21,HB.H.43,HB.H.43.MT
2013,HB,H,TR,43,MT,3.5,0,10,3,10,NA,30,8,HB.H.43,HB.H.43.MT
2013,HB,H,TR,43,MT,5.1,1,6,1,15,NA,15,0,HB.H.43,HB.H.43.MT
2013,HB,H,TR,43,MT,5.2,1,9,3,NA,8.333333333,25,0,HB.H.43,HB.H.43.MT
2013,HB,H,TR,43,MT,5.3,0,16,1,10,NA,10,0,HB.H.43,HB.H.43.MT
2013,HB,H,TR,45,F,1.1,0,12,2,12,NA,24,0,HB.H.45,HB.H.45.F
2013,HB,H,TR,45,F,4.2,0,31,17,10,7,149,0,HB.H.45,HB.H.45.F
2013,HB,H,TR,45,F,4.5,0,14,6,13.33333333,NA,80,0,HB.H.45,HB.H.45.F
2013,HB,H,TR,45,M,3.3,0,10,2,8,NA,16,2,HB.H.45,HB.H.45.M
2013,HB,H,TR,45,M,5.4,0,9,5,10,NA,50,0,HB.H.45,HB.H.45.M
2013,HB,H,TR,45,MT,4.2,0,10,3,7,NA,21,8,HB.H.45,HB.H.45.MT
2013,HB,H,TR,47,F,5.4,0,14,6,10,3,53,6.666666667,HB.H.47,HB.H.47.F
2013,HB,H,TR,47,M,1.5,0,12,4,11.2,NA,45,0,HB.H.47,HB.H.47.M
2013,HB,H,TR,49,F,4.2,0,14,4,6.333333333,NA,25,0,HB.H.49,HB.H.49.F
2013,HB,M,TR,31,H,1.1,0,10,4,6,NA,24,1,HB.M.31,HB.M.31.H
2013,HB,M,TR,31,H,1.3,0,9,2,4,NA,8,2,HB.M.31,HB.M.31.H
2013,HB,M,TR,31,H,1.5,1,7,2,5,NA,10,0,HB.M.31,HB.M.31.H
2013,HB,M,TR,31,H,3.1,0,12,10,8,NA,80,5,HB.M.31,HB.M.31.H
2013,HB,M,TR,31,H,5.3,1,6,1,5.75,NA,6,0,HB.M.31,HB.M.31.H
2013,HB,M,TR,34,H,1.1,0,10,3,6.25,NA,19,0,HB.M.34,HB.M.34.H
2013,HB,M,TR,34,H,2.2,0,15,12,6.25,NA,75,0,HB.M.34,HB.M.34.H
