"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","site","half","Tminbelow10","transect"
"6112",2011,6,15,11.7,5.2,"hobo",2011-06-15,11.7,10,0.85,"M",1,1,"HB"
"6541",2011,6,16,10.7,3.3,"hobo",2011-06-16,10.7,10,0.35,"M",2,1,"HB"
"6971",2011,6,17,19.1,4.2,"hobo",2011-06-17,19.1,10,4.55,"M",2,1,"HB"
"7401",2011,6,18,22.1,3.3,"hobo",2011-06-18,22.1,10,6.05,"M",2,1,"HB"
"7831",2011,6,19,23.4,6.7,"hobo",2011-06-19,23.4,10,6.7,"M",2,1,"HB"
"8261",2011,6,20,30,5.8,"hobo",2011-06-20,30,10,10,"M",2,1,"HB"
"8691",2011,6,21,29.9,6.8,"hobo",2011-06-21,29.9,10,9.95,"M",2,1,"HB"
"9121",2011,6,22,28.5,5.7,"hobo",2011-06-22,28.5,10,9.25,"M",2,1,"HB"
"9551",2011,6,23,25,5.2,"hobo",2011-06-23,25,10,7.5,"M",2,1,"HB"
"9981",2011,6,24,27.7,3.4,"hobo",2011-06-24,27.7,10,8.85,"M",2,1,"HB"
"10412",2011,6,25,26.5,2.7,"hobo",2011-06-25,26.5,10,8.25,"M",2,1,"HB"
"10841",2011,6,26,21.6,4.1,"hobo",2011-06-26,21.6,10,5.8,"M",2,1,"HB"
"11271",2011,6,27,29.2,4.7,"hobo",2011-06-27,29.2,10,9.6,"M",2,1,"HB"
"11701",2011,6,28,25.8,8.9,"hobo",2011-06-28,25.8,10,7.9,"M",2,1,"HB"
"12102",2011,6,29,30,8.4,"hobo",2011-06-29,30,10,10,"M",2,1,"HB"
"1249",2011,6,30,24.1,3.8,"hobo",2011-06-30,24.1,10,7.05,"M",2,1,"HB"
"2315",2011,7,1,25.7,2.7,"hobo",2011-07-01,25.7,10,7.85,"M",1,1,"HB"
"6612",2011,7,2,30.8,3,"hobo",2011-07-02,30,10,10,"M",1,1,"HB"
"10912",2011,7,3,31.9,4.1,"hobo",2011-07-03,30,10,10,"M",1,1,"HB"
"1523",2011,7,4,31.3,2.6,"hobo",2011-07-04,30,10,10,"M",1,1,"HB"
"1953",2011,7,5,34.9,5.8,"hobo",2011-07-05,30,10,10,"M",1,1,"HB"
"2373",2011,7,6,34.9,5.6,"hobo",2011-07-06,30,10,10,"M",1,1,"HB"
"2793",2011,7,7,34.6,7.8,"hobo",2011-07-07,30,10,10,"M",1,1,"HB"
"3214",2011,7,8,29.3,5.8,"hobo",2011-07-08,29.3,10,9.65,"M",1,1,"HB"
"3631",2011,7,9,33.2,4.4,"hobo",2011-07-09,30,10,10,"M",1,1,"HB"
"4051",2011,7,10,30.5,5.4,"hobo",2011-07-10,30,10,10,"M",1,1,"HB"
"4471",2011,7,11,24.9,9.7,"hobo",2011-07-11,24.9,10,7.45,"M",1,1,"HB"
"4881",2011,7,12,25.2,9.8,"hobo",2011-07-12,25.2,10,7.6,"M",1,1,"HB"
"5291",2011,7,13,22.6,9.9,"hobo",2011-07-13,22.6,10,6.3,"M",1,1,"HB"
"5721",2011,7,14,22.8,6.1,"hobo",2011-07-14,22.8,10,6.4,"M",1,1,"HB"
"6151",2011,7,15,31,5.3,"hobo",2011-07-15,30,10,10,"M",1,1,"HB"
"6581",2011,7,16,34,3.9,"hobo",2011-07-16,30,10,10,"M",2,1,"HB"
"7012",2011,7,17,37,5.8,"hobo",2011-07-17,30,10,10,"M",2,1,"HB"
"7441",2011,7,18,37.6,9.9,"hobo",2011-07-18,30,10,10,"M",2,1,"HB"
"7871",2011,7,19,34.1,6.5,"hobo",2011-07-19,30,10,10,"M",2,1,"HB"
"8301",2011,7,20,21.7,5.9,"hobo",2011-07-20,21.7,10,5.85,"M",2,1,"HB"
"8731",2011,7,21,24.6,5.8,"hobo",2011-07-21,24.6,10,7.3,"M",2,1,"HB"
"9161",2011,7,22,23.9,4.5,"hobo",2011-07-22,23.9,10,6.95,"M",2,1,"HB"
"9591",2011,7,23,27.8,3.5,"hobo",2011-07-23,27.8,10,8.9,"M",2,1,"HB"
"10021",2011,7,24,36.4,3.4,"hobo",2011-07-24,30,10,10,"M",2,1,"HB"
"10451",2011,7,25,34.1,4.2,"hobo",2011-07-25,30,10,10,"M",2,1,"HB"
"10881",2011,7,26,27.6,6.5,"hobo",2011-07-26,27.6,10,8.8,"M",2,1,"HB"
"11312",2011,7,27,29.8,5.6,"hobo",2011-07-27,29.8,10,9.9,"M",2,1,"HB"
"11741",2011,7,28,35.6,4.3,"hobo",2011-07-28,30,10,10,"M",2,1,"HB"
"12141",2011,7,29,35.2,3.5,"hobo",2011-07-29,30,10,10,"M",2,1,"HB"
"1253",2011,7,30,39.3,1.4,"hobo",2011-07-30,30,10,10,"M",2,1,"HB"
"1285",2011,7,31,38.7,5.8,"hobo",2011-07-31,30,10,10,"M",2,1,"HB"
"2714",2011,8,1,37.3,5.2,"hobo",2011-08-01,30,10,10,"M",1,1,"HB"
"7013",2011,8,2,40.5,2.1,"hobo",2011-08-02,30,10,10,"M",1,1,"HB"
"11313",2011,8,3,37.8,2.6,"hobo",2011-08-03,30,10,10,"M",1,1,"HB"
"1563",2011,8,4,38.9,4.7,"hobo",2011-08-04,30,10,10,"M",1,1,"HB"
"1993",2011,8,5,30.6,4.7,"hobo",2011-08-05,30,10,10,"M",1,1,"HB"
"2414",2011,8,6,37.8,7.4,"hobo",2011-08-06,30,10,10,"M",1,1,"HB"
"2833",2011,8,7,37.7,4.6,"hobo",2011-08-07,30,10,10,"M",1,1,"HB"
"3252",2011,8,8,37.8,5.3,"hobo",2011-08-08,30,10,10,"M",1,1,"HB"
"3671",2011,8,9,32.1,2.9,"hobo",2011-08-09,30,10,10,"M",1,1,"HB"
"4091",2011,8,10,34.5,2.8,"hobo",2011-08-10,30,10,10,"M",1,1,"HB"
"4501",2011,8,11,26.3,6.1,"hobo",2011-08-11,26.3,10,8.15,"M",1,1,"HB"
"4912",2011,8,12,31.4,3.7,"hobo",2011-08-12,30,10,10,"M",1,1,"HB"
"5321",2011,8,13,35.6,7.9,"hobo",2011-08-13,30,10,10,"M",1,1,"HB"
"5751",2011,8,14,41.3,5.5,"hobo",2011-08-14,30,10,10,"M",1,1,"HB"
"6181",2011,8,15,36.6,-1.3,"hobo",2011-08-15,30,10,10,"M",1,1,"HB"
"6613",2011,8,16,39.8,-0.9,"hobo",2011-08-16,30,10,10,"M",2,1,"HB"
"7041",2011,8,17,44,0.2,"hobo",2011-08-17,30,10,10,"M",2,1,"HB"
"7471",2011,8,18,18.8,1.1,"hobo",2011-08-18,18.8,10,4.4,"M",2,1,"HB"
"7901",2011,8,19,41.1,-1.1,"hobo",2011-08-19,30,10,10,"M",2,1,"HB"
"8331",2011,8,20,44.3,-1.2,"hobo",2011-08-20,30,10,10,"M",2,1,"HB"
"8761",2011,8,21,44.7,4.7,"hobo",2011-08-21,30,10,10,"M",2,1,"HB"
"9191",2011,8,22,40.9,9.2,"hobo",2011-08-22,30,10,10,"M",2,1,"HB"
"9621",2011,8,23,42.7,6.5,"hobo",2011-08-23,30,10,10,"M",2,1,"HB"
"10051",2011,8,24,42.8,2.9,"hobo",2011-08-24,30,10,10,"M",2,1,"HB"
"10481",2011,8,25,38,4.7,"hobo",2011-08-25,30,10,10,"M",2,1,"HB"
"10913",2011,8,26,34.3,1.4,"hobo",2011-08-26,30,10,10,"M",2,1,"HB"
"11341",2011,8,27,41,3.3,"hobo",2011-08-27,30,10,10,"M",2,1,"HB"
"11771",2011,8,28,43.6,2.8,"hobo",2011-08-28,30,10,10,"M",2,1,"HB"
"12171",2011,8,29,44,3.2,"hobo",2011-08-29,30,10,10,"M",2,1,"HB"
"1256",2011,8,30,35.4,1.7,"hobo",2011-08-30,30,10,10,"M",2,1,"HB"
"1288",2011,8,31,8.3,1.7,"hobo",2011-08-31,10,10,0,"M",2,1,"HB"
"3014",2011,9,1,23.8,2,"hobo",2011-09-01,23.8,10,6.9,"M",1,1,"HB"
"7312",2011,9,2,19.4,-1,"hobo",2011-09-02,19.4,10,4.7,"M",1,1,"HB"
"11612",2011,9,3,29.6,-2.7,"hobo",2011-09-03,29.6,10,9.8,"M",1,1,"HB"
"1593",2011,9,4,36.3,-0.1,"hobo",2011-09-04,30,10,10,"M",1,1,"HB"
"2023",2011,9,5,36,3.2,"hobo",2011-09-05,30,10,10,"M",1,1,"HB"
"2443",2011,9,6,39.1,4,"hobo",2011-09-06,30,10,10,"M",1,1,"HB"
"2863",2011,9,7,38.6,2.6,"hobo",2011-09-07,30,10,10,"M",1,1,"HB"
"3282",2011,9,8,38.3,0.8,"hobo",2011-09-08,30,10,10,"M",1,1,"HB"
"3701",2011,9,9,37.5,2.6,"hobo",2011-09-09,30,10,10,"M",1,1,"HB"
"4121",2011,9,10,37.2,2.6,"hobo",2011-09-10,30,10,10,"M",1,1,"HB"
"4531",2011,9,11,38.2,2.7,"hobo",2011-09-11,30,10,10,"M",1,1,"HB"
"4941",2011,9,12,34.5,5,"hobo",2011-09-12,30,10,10,"M",1,1,"HB"
"5351",2011,9,13,11.3,6.5,"hobo",2011-09-13,11.3,10,0.65,"M",1,1,"HB"
"5781",2011,9,14,27.6,3.9,"hobo",2011-09-14,27.6,10,8.8,"M",1,1,"HB"
"6212",2011,9,15,28,3.3,"hobo",2011-09-15,28,10,9,"M",1,1,"HB"
"6641",2011,9,16,28.2,4.8,"hobo",2011-09-16,28.2,10,9.1,"M",2,1,"HB"
"7071",2011,9,17,26.3,0.5,"hobo",2011-09-17,26.3,10,8.15,"M",2,1,"HB"
"7501",2011,9,18,23.7,0,"hobo",2011-09-18,23.7,10,6.85,"M",2,1,"HB"
"7931",2011,9,19,18.8,0,"hobo",2011-09-19,18.8,10,4.4,"M",2,1,"HB"
"8361",2011,9,20,26.2,-3.3,"hobo",2011-09-20,26.2,10,8.1,"M",2,1,"HB"
"8791",2011,9,21,30.7,1.5,"hobo",2011-09-21,30,10,10,"M",2,1,"HB"
"9221",2011,9,22,29.8,5.4,"hobo",2011-09-22,29.8,10,9.9,"M",2,1,"HB"
"9651",2011,9,23,34.9,6.7,"hobo",2011-09-23,30,10,10,"M",2,1,"HB"
"10081",2011,9,24,35.1,5,"hobo",2011-09-24,30,10,10,"M",2,1,"HB"
"10512",2011,9,25,32.9,5.4,"hobo",2011-09-25,30,10,10,"M",2,1,"HB"
"10941",2011,9,26,28.1,0.1,"hobo",2011-09-26,28.1,10,9.05,"M",2,1,"HB"
"11371",2011,9,27,20.6,1.7,"hobo",2011-09-27,20.6,10,5.3,"M",2,1,"HB"
"11801",2011,9,28,21.2,-5.8,"hobo",2011-09-28,21.2,10,5.6,"M",2,1,"HB"
"12201",2011,9,29,27,-6.8,"hobo",2011-09-29,27,10,8.5,"M",2,1,"HB"
"1259",2011,9,30,36.7,7.3,"hobo",2011-09-30,30,10,10,"M",2,1,"HB"
"3313",2011,10,1,11,-1.8,"hobo",2011-10-01,11,10,0.5,"M",1,1,"HB"
"7613",2011,10,2,21.5,-1.7,"hobo",2011-10-02,21.5,10,5.75,"M",1,1,"HB"
"11913",2011,10,3,26.4,0.3,"hobo",2011-10-03,26.4,10,8.2,"M",1,1,"HB"
"1623",2011,10,4,16.7,0.6,"hobo",2011-10-04,16.7,10,3.35,"M",1,1,"HB"
"2053",2011,10,5,10.8,-4.1,"hobo",2011-10-05,10.8,10,0.4,"M",1,1,"HB"
"2473",2011,10,6,1.3,0.9,"hobo",2011-10-06,10,10,0,"M",1,1,"HB"
"2893",2011,10,7,1.7,1.2,"hobo",2011-10-07,10,10,0,"M",1,1,"HB"
"3314",2011,10,8,9.9,0.6,"hobo",2011-10-08,10,10,0,"M",1,1,"HB"
"3731",2011,10,9,12.4,-1.5,"hobo",2011-10-09,12.4,10,1.2,"M",1,1,"HB"
"4151",2011,10,10,13.7,-1.9,"hobo",2011-10-10,13.7,10,1.85,"M",1,1,"HB"
"4561",2011,10,11,13.1,-0.9,"hobo",2011-10-11,13.1,10,1.55,"M",1,1,"HB"
"4971",2011,10,12,16.5,-1.8,"hobo",2011-10-12,16.5,10,3.25,"M",1,1,"HB"
"5391",2011,10,13,14.4,-4.1,"hobo",2011-10-13,14.4,10,2.2,"M",1,1,"HB"
"5821",2011,10,14,12.3,-6.8,"hobo",2011-10-14,12.3,10,1.15,"M",1,1,"HB"
"6251",2011,10,15,9.1,-7.6,"hobo",2011-10-15,10,10,0,"M",1,1,"HB"
"6681",2011,10,16,11.7,-8.4,"hobo",2011-10-16,11.7,10,0.85,"M",2,1,"HB"
"7112",2011,10,17,13.7,-3.7,"hobo",2011-10-17,13.7,10,1.85,"M",2,1,"HB"
"7541",2011,10,18,19.2,-3.2,"hobo",2011-10-18,19.2,10,4.6,"M",2,1,"HB"
"7971",2011,10,19,13.5,-0.7,"hobo",2011-10-19,13.5,10,1.75,"M",2,1,"HB"
"8401",2011,10,20,12,-3,"hobo",2011-10-20,12,10,1,"M",2,1,"HB"
"8831",2011,10,21,6.3,-3.6,"hobo",2011-10-21,10,10,0,"M",2,1,"HB"
"9261",2011,10,22,11.1,-3.3,"hobo",2011-10-22,11.1,10,0.550000000000001,"M",2,1,"HB"
"9691",2011,10,23,12.5,-4.5,"hobo",2011-10-23,12.5,10,1.25,"M",2,1,"HB"
"10121",2011,10,24,10.5,-7.7,"hobo",2011-10-24,10.5,10,0.25,"M",2,1,"HB"
"10551",2011,10,25,6.4,-6.7,"hobo",2011-10-25,10,10,0,"M",2,1,"HB"
"10981",2011,10,26,3.9,-8.5,"hobo",2011-10-26,10,10,0,"M",2,1,"HB"
"11412",2011,10,27,6,-6.1,"hobo",2011-10-27,10,10,0,"M",2,1,"HB"
"11841",2011,10,28,7.9,-8,"hobo",2011-10-28,10,10,0,"M",2,1,"HB"
"12241",2011,10,29,8.3,-4.3,"hobo",2011-10-29,10,10,0,"M",2,1,"HB"
"1263",2011,10,30,12.9,-3.8,"hobo",2011-10-30,12.9,10,1.45,"M",2,1,"HB"
"1292",2011,10,31,3.2,-5.9,"hobo",2011-10-31,10,10,0,"M",2,1,"HB"
"3712",2011,11,1,3.7,-7.1,"hobo",2011-11-01,10,10,0,"M",1,1,"HB"
"8012",2011,11,2,6,-4.9,"hobo",2011-11-02,10,10,0,"M",1,1,"HB"
"12313",2011,11,3,7.7,-6.3,"hobo",2011-11-03,10,10,0,"M",1,1,"HB"
"1663",2011,11,4,-0.2,-4.3,"hobo",2011-11-04,10,10,0,"M",1,1,"HB"
"2093",2011,11,5,-0.2,-5.2,"hobo",2011-11-05,10,10,0,"M",1,1,"HB"
"2514",2011,11,6,-0.2,-4.7,"hobo",2011-11-06,10,10,0,"M",1,1,"HB"
"2933",2011,11,7,0.1,-4.3,"hobo",2011-11-07,10,10,0,"M",1,1,"HB"
"3352",2011,11,8,1.1,-4.3,"hobo",2011-11-08,10,10,0,"M",1,1,"HB"
"3771",2011,11,9,1.5,-4.6,"hobo",2011-11-09,10,10,0,"M",1,1,"HB"
"4191",2011,11,10,2.8,-2.2,"hobo",2011-11-10,10,10,0,"M",1,1,"HB"
"4601",2011,11,11,2.1,-1.8,"hobo",2011-11-11,10,10,0,"M",1,1,"HB"
"5012",2011,11,12,0,-2.6,"hobo",2011-11-12,10,10,0,"M",1,1,"HB"
"5431",2011,11,13,-0.3,-4.5,"hobo",2011-11-13,10,10,0,"M",1,1,"HB"
"5861",2011,11,14,-1.2,-3.9,"hobo",2011-11-14,10,10,0,"M",1,1,"HB"
"6291",2011,11,15,-1.5,-3,"hobo",2011-11-15,10,10,0,"M",1,1,"HB"
"6721",2011,11,16,-1.4,-3.2,"hobo",2011-11-16,10,10,0,"M",2,1,"HB"
"7151",2011,11,17,-0.8,-3.8,"hobo",2011-11-17,10,10,0,"M",2,1,"HB"
"7581",2011,11,18,-2.2,-3.7,"hobo",2011-11-18,10,10,0,"M",2,1,"HB"
"8013",2011,11,19,-2.3,-3.9,"hobo",2011-11-19,10,10,0,"M",2,1,"HB"
"8441",2011,11,20,-1.8,-3.7,"hobo",2011-11-20,10,10,0,"M",2,1,"HB"
"8871",2011,11,21,-1,-3.4,"hobo",2011-11-21,10,10,0,"M",2,1,"HB"
"9301",2011,11,22,-0.2,-1.9,"hobo",2011-11-22,10,10,0,"M",2,1,"HB"
"9731",2011,11,23,-0.2,-0.4,"hobo",2011-11-23,10,10,0,"M",2,1,"HB"
"10161",2011,11,24,-0.1,-0.4,"hobo",2011-11-24,10,10,0,"M",2,1,"HB"
"10591",2011,11,25,-0.4,-1.1,"hobo",2011-11-25,10,10,0,"M",2,1,"HB"
"11021",2011,11,26,-0.7,-1.3,"hobo",2011-11-26,10,10,0,"M",2,1,"HB"
"11451",2011,11,27,-0.2,-0.7,"hobo",2011-11-27,10,10,0,"M",2,1,"HB"
"11881",2011,11,28,-0.2,-0.9,"hobo",2011-11-28,10,10,0,"M",2,1,"HB"
"12281",2011,11,29,-0.6,-1,"hobo",2011-11-29,10,10,0,"M",2,1,"HB"
"1267",2011,11,30,-0.7,-1,"hobo",2011-11-30,10,10,0,"M",2,1,"HB"
"4112",2011,12,1,-0.6,-1,"hobo",2011-12-01,10,10,0,"M",1,1,"HB"
"8412",2011,12,2,-0.6,-1.5,"hobo",2011-12-02,10,10,0,"M",1,1,"HB"
"12712",2011,12,3,-1.1,-1.9,"hobo",2011-12-03,10,10,0,"M",1,1,"HB"
"1703",2011,12,4,-0.6,-1.1,"hobo",2011-12-04,10,10,0,"M",1,1,"HB"
"2133",2011,12,5,-0.4,-0.7,"hobo",2011-12-05,10,10,0,"M",1,1,"HB"
"2553",2011,12,6,-0.3,-0.4,"hobo",2011-12-06,10,10,0,"M",1,1,"HB"
"2973",2011,12,7,-0.4,-0.6,"hobo",2011-12-07,10,10,0,"M",1,1,"HB"
"3392",2011,12,8,-0.6,-0.8,"hobo",2011-12-08,10,10,0,"M",1,1,"HB"
"3812",2011,12,9,-0.4,-0.8,"hobo",2011-12-09,10,10,0,"M",1,1,"HB"
"4231",2011,12,10,-0.4,-1.4,"hobo",2011-12-10,10,10,0,"M",1,1,"HB"
"4641",2011,12,11,-0.8,-1.8,"hobo",2011-12-11,10,10,0,"M",1,1,"HB"
"5051",2011,12,12,-0.7,-0.8,"hobo",2011-12-12,10,10,0,"M",1,1,"HB"
"5471",2011,12,13,-0.5,-0.9,"hobo",2011-12-13,10,10,0,"M",1,1,"HB"
"5901",2011,12,14,-0.5,-0.6,"hobo",2011-12-14,10,10,0,"M",1,1,"HB"
"6331",2011,12,15,-0.6,-0.8,"hobo",2011-12-15,10,10,0,"M",1,1,"HB"
"6761",2011,12,16,-0.6,-0.8,"hobo",2011-12-16,10,10,0,"M",2,1,"HB"
"7191",2011,12,17,-0.2,-0.6,"hobo",2011-12-17,10,10,0,"M",2,1,"HB"
"7621",2011,12,18,-0.1,-0.3,"hobo",2011-12-18,10,10,0,"M",2,1,"HB"
"8051",2011,12,19,-0.3,-0.5,"hobo",2011-12-19,10,10,0,"M",2,1,"HB"
"8481",2011,12,20,-0.4,-1.4,"hobo",2011-12-20,10,10,0,"M",2,1,"HB"
"8912",2011,12,21,-1.3,-1.9,"hobo",2011-12-21,10,10,0,"M",2,1,"HB"
"9341",2011,12,22,-1.2,-1.8,"hobo",2011-12-22,10,10,0,"M",2,1,"HB"
"9771",2011,12,23,-1,-1.7,"hobo",2011-12-23,10,10,0,"M",2,1,"HB"
"10201",2011,12,24,-1,-1.7,"hobo",2011-12-24,10,10,0,"M",2,1,"HB"
"10631",2011,12,25,-0.4,-1.3,"hobo",2011-12-25,10,10,0,"M",2,1,"HB"
"11061",2011,12,26,-1.4,-2.1,"hobo",2011-12-26,10,10,0,"M",2,1,"HB"
"11491",2011,12,27,-1.3,-2.1,"hobo",2011-12-27,10,10,0,"M",2,1,"HB"
"11921",2011,12,28,-0.6,-1.8,"hobo",2011-12-28,10,10,0,"M",2,1,"HB"
"12321",2011,12,29,-0.7,-2.2,"hobo",2011-12-29,10,10,0,"M",2,1,"HB"
"1271",2011,12,30,-0.9,-2.1,"hobo",2011-12-30,10,10,0,"M",2,1,"HB"
"1296",2011,12,31,-1,-1.5,"hobo",2011-12-31,10,10,0,"M",2,1,"HB"
"2104",2012,1,1,-1.3,-2.1,"hobo",2012-01-01,10,10,0,"M",1,1,"HB"
"4512",2012,1,2,-0.8,-1.2,"hobo",2012-01-02,10,10,0,"M",1,1,"HB"
"8812",2012,1,3,-0.6,-1.2,"hobo",2012-01-03,10,10,0,"M",1,1,"HB"
"1315",2012,1,4,-0.1,-1.3,"hobo",2012-01-04,10,10,0,"M",1,1,"HB"
"1743",2012,1,5,-0.1,-0.1,"hobo",2012-01-05,10,10,0,"M",1,1,"HB"
"2173",2012,1,6,-0.1,-0.8,"hobo",2012-01-06,10,10,0,"M",1,1,"HB"
"2593",2012,1,7,-0.9,-1.1,"hobo",2012-01-07,10,10,0,"M",1,1,"HB"
"3015",2012,1,8,-0.5,-1.3,"hobo",2012-01-08,10,10,0,"M",1,1,"HB"
"3431",2012,1,9,-0.2,-1.2,"hobo",2012-01-09,10,10,0,"M",1,1,"HB"
"3851",2012,1,10,-0.9,-1.2,"hobo",2012-01-10,10,10,0,"M",1,1,"HB"
"4271",2012,1,11,-0.9,-1.3,"hobo",2012-01-11,10,10,0,"M",1,1,"HB"
"4681",2012,1,12,-0.8,-1.1,"hobo",2012-01-12,10,10,0,"M",1,1,"HB"
"5091",2012,1,13,-0.8,-1.3,"hobo",2012-01-13,10,10,0,"M",1,1,"HB"
"5512",2012,1,14,-1,-1.5,"hobo",2012-01-14,10,10,0,"M",1,1,"HB"
"5941",2012,1,15,-1.1,-1.2,"hobo",2012-01-15,10,10,0,"M",1,1,"HB"
"6371",2012,1,16,-1.3,-1.9,"hobo",2012-01-16,10,10,0,"M",2,1,"HB"
"6801",2012,1,17,-1.9,-2,"hobo",2012-01-17,10,10,0,"M",2,1,"HB"
"7231",2012,1,18,-2,-2.3,"hobo",2012-01-18,10,10,0,"M",2,1,"HB"
"7661",2012,1,19,-2.1,-2.2,"hobo",2012-01-19,10,10,0,"M",2,1,"HB"
"8091",2012,1,20,-1.7,-2.4,"hobo",2012-01-20,10,10,0,"M",2,1,"HB"
"8521",2012,1,21,-1,-1.7,"hobo",2012-01-21,10,10,0,"M",2,1,"HB"
"8951",2012,1,22,-0.9,-1.2,"hobo",2012-01-22,10,10,0,"M",2,1,"HB"
"9381",2012,1,23,-1.2,-1.7,"hobo",2012-01-23,10,10,0,"M",2,1,"HB"
"9812",2012,1,24,-1.7,-2.5,"hobo",2012-01-24,10,10,0,"M",2,1,"HB"
"10241",2012,1,25,-1.5,-3.3,"hobo",2012-01-25,10,10,0,"M",2,1,"HB"
"10671",2012,1,26,-2,-3.5,"hobo",2012-01-26,10,10,0,"M",2,1,"HB"
"11102",2012,1,27,-3,-3.9,"hobo",2012-01-27,10,10,0,"M",2,1,"HB"
"11531",2012,1,28,-2.7,-4.3,"hobo",2012-01-28,10,10,0,"M",2,1,"HB"
"11961",2012,1,29,-0.8,-2.6,"hobo",2012-01-29,10,10,0,"M",2,1,"HB"
"12361",2012,1,30,-0.9,-2.7,"hobo",2012-01-30,10,10,0,"M",2,1,"HB"
"1275",2012,1,31,-1.8,-3.3,"hobo",2012-01-31,10,10,0,"M",2,1,"HB"
"6102",2012,2,1,-1.6,-4.2,"hobo",2012-02-01,10,10,0,"M",1,1,"HB"
"4913",2012,2,2,-1.2,-2.6,"hobo",2012-02-02,10,10,0,"M",1,1,"HB"
"9212",2012,2,3,-1,-2.9,"hobo",2012-02-03,10,10,0,"M",1,1,"HB"
"1353",2012,2,4,-1,-3.8,"hobo",2012-02-04,10,10,0,"M",1,1,"HB"
"1783",2012,2,5,-0.8,-3.5,"hobo",2012-02-05,10,10,0,"M",1,1,"HB"
"2214",2012,2,6,-1.1,-2.2,"hobo",2012-02-06,10,10,0,"M",1,1,"HB"
"2633",2012,2,7,-1.6,-4.1,"hobo",2012-02-07,10,10,0,"M",1,1,"HB"
"3053",2012,2,8,-1.6,-5.2,"hobo",2012-02-08,10,10,0,"M",1,1,"HB"
"3471",2012,2,9,-1.3,-4.5,"hobo",2012-02-09,10,10,0,"M",1,1,"HB"
"3891",2012,2,10,-2.7,-5.6,"hobo",2012-02-10,10,10,0,"M",1,1,"HB"
"4312",2012,2,11,-2.1,-5.8,"hobo",2012-02-11,10,10,0,"M",1,1,"HB"
"4721",2012,2,12,-1.3,-3.9,"hobo",2012-02-12,10,10,0,"M",1,1,"HB"
"5131",2012,2,13,-0.9,-2.5,"hobo",2012-02-13,10,10,0,"M",1,1,"HB"
"5551",2012,2,14,-1.7,-2.3,"hobo",2012-02-14,10,10,0,"M",1,1,"HB"
"5981",2012,2,15,-1.8,-2.9,"hobo",2012-02-15,10,10,0,"M",1,1,"HB"
"6412",2012,2,16,-1.4,-2.4,"hobo",2012-02-16,10,10,0,"M",2,1,"HB"
"6841",2012,2,17,-1.4,-2.9,"hobo",2012-02-17,10,10,0,"M",2,1,"HB"
"7271",2012,2,18,-1.3,-2.9,"hobo",2012-02-18,10,10,0,"M",2,1,"HB"
"7701",2012,2,19,-2.1,-3,"hobo",2012-02-19,10,10,0,"M",2,1,"HB"
"8131",2012,2,20,-1.7,-3.2,"hobo",2012-02-20,10,10,0,"M",2,1,"HB"
"8561",2012,2,21,-1.5,-2.7,"hobo",2012-02-21,10,10,0,"M",2,1,"HB"
"8991",2012,2,22,-1.7,-2.6,"hobo",2012-02-22,10,10,0,"M",2,1,"HB"
"9421",2012,2,23,-1.8,-2.5,"hobo",2012-02-23,10,10,0,"M",2,1,"HB"
"9851",2012,2,24,-2.2,-3.2,"hobo",2012-02-24,10,10,0,"M",2,1,"HB"
"10281",2012,2,25,-2.1,-2.6,"hobo",2012-02-25,10,10,0,"M",2,1,"HB"
"10712",2012,2,26,-2.1,-2.4,"hobo",2012-02-26,10,10,0,"M",2,1,"HB"
"11141",2012,2,27,-2.1,-2.6,"hobo",2012-02-27,10,10,0,"M",2,1,"HB"
"11571",2012,2,28,-2,-2.7,"hobo",2012-02-28,10,10,0,"M",2,1,"HB"
"11991",2012,2,29,-1.6,-2.5,"hobo",2012-02-29,10,10,0,"M",2,1,"HB"
"10102",2012,3,1,-2.2,-3.2,"hobo",2012-03-01,10,10,0,"M",1,1,"HB"
"5312",2012,3,2,-2,-3.3,"hobo",2012-03-02,10,10,0,"M",1,1,"HB"
"9612",2012,3,3,-1,-2.8,"hobo",2012-03-03,10,10,0,"M",1,1,"HB"
"1393",2012,3,4,-0.1,-2.2,"hobo",2012-03-04,10,10,0,"M",1,1,"HB"
"1823",2012,3,5,-0.1,-0.6,"hobo",2012-03-05,10,10,0,"M",1,1,"HB"
"2253",2012,3,6,-0.6,-1,"hobo",2012-03-06,10,10,0,"M",1,1,"HB"
"2673",2012,3,7,-0.8,-1.2,"hobo",2012-03-07,10,10,0,"M",1,1,"HB"
"3093",2012,3,8,-0.7,-1.3,"hobo",2012-03-08,10,10,0,"M",1,1,"HB"
"3512",2012,3,9,-0.1,-1.2,"hobo",2012-03-09,10,10,0,"M",1,1,"HB"
"3931",2012,3,10,0,-0.4,"hobo",2012-03-10,10,10,0,"M",1,1,"HB"
"4351",2012,3,11,0,-0.3,"hobo",2012-03-11,10,10,0,"M",1,1,"HB"
"4761",2012,3,12,0,-0.7,"hobo",2012-03-12,10,10,0,"M",1,1,"HB"
"5171",2012,3,13,-0.1,-0.4,"hobo",2012-03-13,10,10,0,"M",1,1,"HB"
"5591",2012,3,14,-0.2,-0.7,"hobo",2012-03-14,10,10,0,"M",1,1,"HB"
"6021",2012,3,15,0.1,-1,"hobo",2012-03-15,10,10,0,"M",1,1,"HB"
