"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","site","half","Tminbelow10","transect"
"6451",2012,3,16,0.2,0,"hobo",2012-03-16,10,10,0,"M",2,1,"HB"
"6881",2012,3,17,-0.1,-0.4,"hobo",2012-03-17,10,10,0,"M",2,1,"HB"
"7313",2012,3,18,-0.1,-0.8,"hobo",2012-03-18,10,10,0,"M",2,1,"HB"
"7741",2012,3,19,0.1,-0.9,"hobo",2012-03-19,10,10,0,"M",2,1,"HB"
"8171",2012,3,20,-0.2,-1.6,"hobo",2012-03-20,10,10,0,"M",2,1,"HB"
"8601",2012,3,21,-0.3,-0.9,"hobo",2012-03-21,10,10,0,"M",2,1,"HB"
"9031",2012,3,22,-0.5,-0.9,"hobo",2012-03-22,10,10,0,"M",2,1,"HB"
"9461",2012,3,23,-0.7,-0.8,"hobo",2012-03-23,10,10,0,"M",2,1,"HB"
"9891",2012,3,24,-0.5,-0.8,"hobo",2012-03-24,10,10,0,"M",2,1,"HB"
"10321",2012,3,25,-0.3,-0.9,"hobo",2012-03-25,10,10,0,"M",2,1,"HB"
"10751",2012,3,26,-0.2,-0.4,"hobo",2012-03-26,10,10,0,"M",2,1,"HB"
"11181",2012,3,27,-0.1,-0.2,"hobo",2012-03-27,10,10,0,"M",2,1,"HB"
"11613",2012,3,28,-0.1,-0.2,"hobo",2012-03-28,10,10,0,"M",2,1,"HB"
"12012",2012,3,29,0,-0.3,"hobo",2012-03-29,10,10,0,"M",2,1,"HB"
"1240",2012,3,30,-0.1,-0.1,"hobo",2012-03-30,10,10,0,"M",2,1,"HB"
"1279",2012,3,31,0,-0.1,"hobo",2012-03-31,10,10,0,"M",2,1,"HB"
"1414",2012,4,1,0.1,-0.1,"hobo",2012-04-01,10,10,0,"M",1,1,"HB"
"5712",2012,4,2,0.1,-0.1,"hobo",2012-04-02,10,10,0,"M",1,1,"HB"
"10012",2012,4,3,1.1,-0.9,"hobo",2012-04-03,10,10,0,"M",1,1,"HB"
"1433",2012,4,4,1.4,-1.3,"hobo",2012-04-04,10,10,0,"M",1,1,"HB"
"1863",2012,4,5,-0.1,-0.1,"hobo",2012-04-05,10,10,0,"M",1,1,"HB"
"2293",2012,4,6,-0.1,-0.5,"hobo",2012-04-06,10,10,0,"M",1,1,"HB"
"2715",2012,4,7,-0.1,-0.7,"hobo",2012-04-07,10,10,0,"M",1,1,"HB"
"3133",2012,4,8,0,-1.1,"hobo",2012-04-08,10,10,0,"M",1,1,"HB"
"3551",2012,4,9,0.4,-0.9,"hobo",2012-04-09,10,10,0,"M",1,1,"HB"
"3971",2012,4,10,4.8,-1.1,"hobo",2012-04-10,10,10,0,"M",1,1,"HB"
"4391",2012,4,11,8.1,-1.2,"hobo",2012-04-11,10,10,0,"M",1,1,"HB"
"4801",2012,4,12,2.5,-0.8,"hobo",2012-04-12,10,10,0,"M",1,1,"HB"
"5213",2012,4,13,14.3,-2,"hobo",2012-04-13,14.3,10,2.15,"M",1,1,"HB"
"5631",2012,4,14,0.5,-3.4,"hobo",2012-04-14,10,10,0,"M",1,1,"HB"
"6061",2012,4,15,0,-0.5,"hobo",2012-04-15,10,10,0,"M",1,1,"HB"
"6491",2012,4,16,1,-0.7,"hobo",2012-04-16,10,10,0,"M",2,1,"HB"
"6921",2012,4,17,1.4,-1.5,"hobo",2012-04-17,10,10,0,"M",2,1,"HB"
"7351",2012,4,18,12,-3.5,"hobo",2012-04-18,12,10,1,"M",2,1,"HB"
"7781",2012,4,19,23.7,-3.7,"hobo",2012-04-19,23.7,10,6.85,"M",2,1,"HB"
"8212",2012,4,20,16.6,-2.2,"hobo",2012-04-20,16.6,10,3.3,"M",2,1,"HB"
"8641",2012,4,21,24.1,-5.4,"hobo",2012-04-21,24.1,10,7.05,"M",2,1,"HB"
"9071",2012,4,22,27.7,-3.1,"hobo",2012-04-22,27.7,10,8.85,"M",2,1,"HB"
"9501",2012,4,23,30.9,0,"hobo",2012-04-23,30,10,10,"M",2,1,"HB"
"9931",2012,4,24,30.6,2.6,"hobo",2012-04-24,30,10,10,"M",2,1,"HB"
"10361",2012,4,25,26.1,1.2,"hobo",2012-04-25,26.1,10,8.05,"M",2,1,"HB"
"10791",2012,4,26,8.8,2.8,"hobo",2012-04-26,10,10,0,"M",2,1,"HB"
"11221",2012,4,27,10.4,0.5,"hobo",2012-04-27,10.4,10,0.199999999999999,"M",2,1,"HB"
"11651",2012,4,28,23.8,-2,"hobo",2012-04-28,23.8,10,6.9,"M",2,1,"HB"
"12051",2012,4,29,26.3,-2.5,"hobo",2012-04-29,26.3,10,8.15,"M",2,1,"HB"
"1244",2012,4,30,19.8,-0.6,"hobo",2012-04-30,19.8,10,4.9,"M",2,1,"HB"
"1815",2012,5,1,16.4,-1.9,"hobo",2012-05-01,16.4,10,3.2,"M",1,1,"HB"
"6113",2012,5,2,1.7,0.9,"hobo",2012-05-02,10,10,0,"M",1,1,"HB"
"10413",2012,5,3,1.3,-0.6,"hobo",2012-05-03,10,10,0,"M",1,1,"HB"
"1473",2012,5,4,24.1,-2.2,"hobo",2012-05-04,24.1,10,7.05,"M",1,1,"HB"
"1903",2012,5,5,1.8,0.9,"hobo",2012-05-05,10,10,0,"M",1,1,"HB"
"2323",2012,5,6,10.8,-1.5,"hobo",2012-05-06,10.8,10,0.4,"M",1,1,"HB"
"2743",2012,5,7,27.3,-3,"hobo",2012-05-07,27.3,10,8.65,"M",1,1,"HB"
"3163",2012,5,8,28.7,2.3,"hobo",2012-05-08,28.7,10,9.35,"M",1,1,"HB"
"3581",2012,5,9,29.2,-0.4,"hobo",2012-05-09,29.2,10,9.6,"M",1,1,"HB"
"4001",2012,5,10,2.1,-1.4,"hobo",2012-05-10,10,10,0,"M",1,1,"HB"
"4421",2012,5,11,20.1,-2.6,"hobo",2012-05-11,20.1,10,5.05,"M",1,1,"HB"
"4831",2012,5,12,29.8,-1.9,"hobo",2012-05-12,29.8,10,9.9,"M",1,1,"HB"
"5241",2012,5,13,32.1,-1.7,"hobo",2012-05-13,30,10,10,"M",1,1,"HB"
"5661",2012,5,14,31.6,2.3,"hobo",2012-05-14,30,10,10,"M",1,1,"HB"
"6091",2012,5,15,33,2.9,"hobo",2012-05-15,30,10,10,"M",1,1,"HB"
"6521",2012,5,16,33.1,1.7,"hobo",2012-05-16,30,10,10,"M",2,1,"HB"
"6951",2012,5,17,8.7,1.6,"hobo",2012-05-17,10,10,0,"M",2,1,"HB"
"7381",2012,5,18,2.1,-0.3,"hobo",2012-05-18,10,10,0,"M",2,1,"HB"
"7812",2012,5,19,17.2,-1.4,"hobo",2012-05-19,17.2,10,3.6,"M",2,1,"HB"
"8241",2012,5,20,29.2,-1.9,"hobo",2012-05-20,29.2,10,9.6,"M",2,1,"HB"
"8671",2012,5,21,27.7,3.1,"hobo",2012-05-21,27.7,10,8.85,"M",2,1,"HB"
"9103",2012,5,22,31.8,3.4,"hobo",2012-05-22,30,10,10,"M",2,1,"HB"
"9531",2012,5,23,28.5,2.4,"hobo",2012-05-23,28.5,10,9.25,"M",2,1,"HB"
"9961",2012,5,24,2.9,1.9,"hobo",2012-05-24,10,10,0,"M",2,1,"HB"
"10391",2012,5,25,1.8,1.5,"hobo",2012-05-25,10,10,0,"M",2,1,"HB"
"10821",2012,5,26,1.7,1,"hobo",2012-05-26,10,10,0,"M",2,1,"HB"
"11251",2012,5,27,2,0.5,"hobo",2012-05-27,10,10,0,"M",2,1,"HB"
"11681",2012,5,28,21.1,-0.6,"hobo",2012-05-28,21.1,10,5.55,"M",2,1,"HB"
"12081",2012,5,29,26.7,2.4,"hobo",2012-05-29,26.7,10,8.35,"M",2,1,"HB"
"1247",2012,5,30,26.2,0,"hobo",2012-05-30,26.2,10,8.1,"M",2,1,"HB"
"1283",2012,5,31,29.9,1.7,"hobo",2012-05-31,29.9,10,9.95,"M",2,1,"HB"
"2114",2012,6,1,29,2,"hobo",2012-06-01,29,10,9.5,"M",1,1,"HB"
"6413",2012,6,2,26.4,1.7,"hobo",2012-06-02,26.4,10,8.2,"M",1,1,"HB"
"10713",2012,6,3,27.8,0.1,"hobo",2012-06-03,27.8,10,8.9,"M",1,1,"HB"
"1503",2012,6,4,25.2,1.9,"hobo",2012-06-04,25.2,10,7.6,"M",1,1,"HB"
"1933",2012,6,5,13.2,8.6,"hobo",2012-06-05,13.2,10,1.6,"M",1,1,"HB"
"2353",2012,6,6,21.1,2.4,"hobo",2012-06-06,21.1,10,5.55,"M",1,1,"HB"
"2773",2012,6,7,28.5,1.5,"hobo",2012-06-07,28.5,10,9.25,"M",1,1,"HB"
"3193",2012,6,8,17.7,3.1,"hobo",2012-06-08,17.7,10,3.85,"M",1,1,"HB"
"3613",2012,6,9,15.6,2.4,"hobo",2012-06-09,15.6,10,2.8,"M",1,1,"HB"
"4031",2012,6,10,19.1,3.5,"hobo",2012-06-10,19.1,10,4.55,"M",1,1,"HB"
"4451",2012,6,11,28.1,3.2,"hobo",2012-06-11,28.1,10,9.05,"M",1,1,"HB"
"4861",2012,6,12,30,4.6,"hobo",2012-06-12,30,10,10,"M",1,1,"HB"
"5271",2012,6,13,25,6.2,"hobo",2012-06-13,25,10,7.5,"M",1,1,"HB"
"5691",2012,6,14,26.6,2.1,"hobo",2012-06-14,26.6,10,8.3,"M",1,1,"HB"
"6121",2012,6,15,21.6,2.9,"hobo",2012-06-15,21.6,10,5.8,"M",1,1,"HB"
"6551",2012,6,16,23.9,3,"hobo",2012-06-16,23.9,10,6.95,"M",2,1,"HB"
"6981",2012,6,17,27.7,5.9,"hobo",2012-06-17,27.7,10,8.85,"M",2,1,"HB"
"7412",2012,6,18,13.3,3.9,"hobo",2012-06-18,13.3,10,1.65,"M",2,1,"HB"
"7841",2012,6,19,24.9,5.3,"hobo",2012-06-19,24.9,10,7.45,"M",2,1,"HB"
"8271",2012,6,20,17.2,3.8,"hobo",2012-06-20,17.2,10,3.6,"M",2,1,"HB"
"8701",2012,6,21,30.1,3.4,"hobo",2012-06-21,30,10,10,"M",2,1,"HB"
"9131",2012,6,22,26.2,6.1,"hobo",2012-06-22,26.2,10,8.1,"M",2,1,"HB"
"9561",2012,6,23,12.1,9.1,"hobo",2012-06-23,12.1,10,1.05,"M",2,1,"HB"
"9991",2012,6,24,24.7,7.2,"hobo",2012-06-24,24.7,10,7.35,"M",2,1,"HB"
"10421",2012,6,25,29.1,4.6,"hobo",2012-06-25,29.1,10,9.55,"M",2,1,"HB"
"10851",2012,6,26,9.5,5.3,"hobo",2012-06-26,10,10,0,"M",2,1,"HB"
"11281",2012,6,27,21.6,4.8,"hobo",2012-06-27,21.6,10,5.8,"M",2,1,"HB"
"11712",2012,6,28,30.1,5.6,"hobo",2012-06-28,30,10,10,"M",2,1,"HB"
"12112",2012,6,29,27.7,7.7,"hobo",2012-06-29,27.7,10,8.85,"M",2,1,"HB"
"1250",2012,6,30,29.9,5.4,"hobo",2012-06-30,29.9,10,9.95,"M",2,1,"HB"
"2415",2012,7,1,30,9,"hobo",2012-07-01,30,10,10,"M",1,1,"HB"
"6713",2012,7,2,31.8,6.1,"hobo",2012-07-02,30,10,10,"M",1,1,"HB"
"11013",2012,7,3,26.7,6,"hobo",2012-07-03,26.7,10,8.35,"M",1,1,"HB"
"1533",2012,7,4,28.9,4.7,"hobo",2012-07-04,28.9,10,9.45,"M",1,1,"HB"
"1963",2012,7,5,29.8,3.2,"hobo",2012-07-05,29.8,10,9.9,"M",1,1,"HB"
"2383",2012,7,6,30.5,7,"hobo",2012-07-06,30,10,10,"M",1,1,"HB"
"2803",2012,7,7,33.1,4.6,"hobo",2012-07-07,30,10,10,"M",1,1,"HB"
"3223",2012,7,8,32.9,7.6,"hobo",2012-07-08,30,10,10,"M",1,1,"HB"
"3641",2012,7,9,37.8,7.4,"hobo",2012-07-09,30,10,10,"M",1,1,"HB"
"4061",2012,7,10,31.5,10.8,"hobo",2012-07-10,30,10.8,10.4,"M",1,0,"HB"
"4481",2012,7,11,36.2,10.2,"hobo",2012-07-11,30,10.2,10.1,"M",1,0,"HB"
"4891",2012,7,12,34.8,10.7,"hobo",2012-07-12,30,10.7,10.35,"M",1,0,"HB"
"5301",2012,7,13,29.8,11.1,"hobo",2012-07-13,29.8,11.1,10.45,"M",1,0,"HB"
"5731",2012,7,14,22.2,11.7,"hobo",2012-07-14,22.2,11.7,6.95,"M",1,0,"HB"
"6161",2012,7,15,15.6,9.2,"hobo",2012-07-15,15.6,10,2.8,"M",1,1,"HB"
"6591",2012,7,16,21.8,8.9,"hobo",2012-07-16,21.8,10,5.9,"M",2,1,"HB"
"7021",2012,7,17,23.5,10.4,"hobo",2012-07-17,23.5,10.4,6.95,"M",2,0,"HB"
"7451",2012,7,18,29,11.4,"hobo",2012-07-18,29,11.4,10.2,"M",2,0,"HB"
"7881",2012,7,19,33.3,10.2,"hobo",2012-07-19,30,10.2,10.1,"M",2,0,"HB"
"8313",2012,7,20,29.5,10,"hobo",2012-07-20,29.5,10,9.75,"M",2,0,"HB"
"8741",2012,7,21,29.1,8.7,"hobo",2012-07-21,29.1,10,9.55,"M",2,1,"HB"
"9171",2012,7,22,31.1,6.4,"hobo",2012-07-22,30,10,10,"M",2,1,"HB"
"9601",2012,7,23,27,7.8,"hobo",2012-07-23,27,10,8.5,"M",2,1,"HB"
"10031",2012,7,24,27.3,7.9,"hobo",2012-07-24,27.3,10,8.65,"M",2,1,"HB"
"10461",2012,7,25,28.8,8.3,"hobo",2012-07-25,28.8,10,9.4,"M",2,1,"HB"
"10891",2012,7,26,23.1,8.2,"hobo",2012-07-26,23.1,10,6.55,"M",2,1,"HB"
"11321",2012,7,27,29.1,7.6,"hobo",2012-07-27,29.1,10,9.55,"M",2,1,"HB"
"11751",2012,7,28,28.4,8.8,"hobo",2012-07-28,28.4,10,9.2,"M",2,1,"HB"
"12151",2012,7,29,32.2,8,"hobo",2012-07-29,30,10,10,"M",2,1,"HB"
"1254",2012,7,30,26.8,8.1,"hobo",2012-07-30,26.8,10,8.4,"M",2,1,"HB"
"1286",2012,7,31,32.7,6.2,"hobo",2012-07-31,30,10,10,"M",2,1,"HB"
"2814",2012,8,1,30.7,8.2,"hobo",2012-08-01,30,10,10,"M",1,1,"HB"
"7113",2012,8,2,14.4,5.3,"hobo",2012-08-02,14.4,10,2.2,"M",1,1,"HB"
"11413",2012,8,3,17.7,5.5,"hobo",2012-08-03,17.7,10,3.85,"M",1,1,"HB"
"1573",2012,8,4,29.4,7.7,"hobo",2012-08-04,29.4,10,9.7,"M",1,1,"HB"
"2003",2012,8,5,31.9,9.5,"hobo",2012-08-05,30,10,10,"M",1,1,"HB"
"2423",2012,8,6,32.4,11.2,"hobo",2012-08-06,30,11.2,10.6,"M",1,0,"HB"
"2843",2012,8,7,31.7,8.9,"hobo",2012-08-07,30,10,10,"M",1,1,"HB"
"3262",2012,8,8,30.2,10.1,"hobo",2012-08-08,30,10.1,10.05,"M",1,0,"HB"
"3681",2012,8,9,33.4,9.2,"hobo",2012-08-09,30,10,10,"M",1,1,"HB"
"4102",2012,8,10,33.5,7.2,"hobo",2012-08-10,30,10,10,"M",1,1,"HB"
"4513",2012,8,11,18.8,7,"hobo",2012-08-11,18.8,10,4.4,"M",1,1,"HB"
"4921",2012,8,12,26.7,7.6,"hobo",2012-08-12,26.7,10,8.35,"M",1,1,"HB"
"5331",2012,8,13,32.3,5.4,"hobo",2012-08-13,30,10,10,"M",1,1,"HB"
"5761",2012,8,14,36.3,8.2,"hobo",2012-08-14,30,10,10,"M",1,1,"HB"
"6191",2012,8,15,20.5,5,"hobo",2012-08-15,20.5,10,5.25,"M",1,1,"HB"
"6621",2012,8,16,29.8,3.4,"hobo",2012-08-16,29.8,10,9.9,"M",2,1,"HB"
"7051",2012,8,17,32.2,6.1,"hobo",2012-08-17,30,10,10,"M",2,1,"HB"
"7481",2012,8,18,35,5.4,"hobo",2012-08-18,30,10,10,"M",2,1,"HB"
"7913",2012,8,19,35.7,8.2,"hobo",2012-08-19,30,10,10,"M",2,1,"HB"
"8341",2012,8,20,30.9,9.6,"hobo",2012-08-20,30,10,10,"M",2,1,"HB"
"8771",2012,8,21,22.4,8.2,"hobo",2012-08-21,22.4,10,6.2,"M",2,1,"HB"
"9201",2012,8,22,29.9,8.3,"hobo",2012-08-22,29.9,10,9.95,"M",2,1,"HB"
"9631",2012,8,23,31.4,5.1,"hobo",2012-08-23,30,10,10,"M",2,1,"HB"
"10061",2012,8,24,16.1,1.7,"hobo",2012-08-24,16.1,10,3.05,"M",2,1,"HB"
"10491",2012,8,25,25,2.2,"hobo",2012-08-25,25,10,7.5,"M",2,1,"HB"
"10921",2012,8,26,27.9,2.8,"hobo",2012-08-26,27.9,10,8.95,"M",2,1,"HB"
"11351",2012,8,27,32.6,6.9,"hobo",2012-08-27,30,10,10,"M",2,1,"HB"
"11781",2012,8,28,30.9,4.8,"hobo",2012-08-28,30,10,10,"M",2,1,"HB"
"12181",2012,8,29,25.7,4.5,"hobo",2012-08-29,25.7,10,7.85,"M",2,1,"HB"
"1257",2012,8,30,31.4,1.5,"hobo",2012-08-30,30,10,10,"M",2,1,"HB"
"1289",2012,8,31,34.7,1.2,"hobo",2012-08-31,30,10,10,"M",2,1,"HB"
"3114",2012,9,1,32.3,2.5,"hobo",2012-09-01,30,10,10,"M",1,1,"HB"
"7413",2012,9,2,29,3.8,"hobo",2012-09-02,29,10,9.5,"M",1,1,"HB"
"11713",2012,9,3,36.1,1.7,"hobo",2012-09-03,30,10,10,"M",1,1,"HB"
"1603",2012,9,4,35.7,0.5,"hobo",2012-09-04,30,10,10,"M",1,1,"HB"
"2033",2012,9,5,28.9,1,"hobo",2012-09-05,28.9,10,9.45,"M",1,1,"HB"
"2453",2012,9,6,27.6,1.2,"hobo",2012-09-06,27.6,10,8.8,"M",1,1,"HB"
"2873",2012,9,7,36.9,-1.6,"hobo",2012-09-07,30,10,10,"M",1,1,"HB"
"3292",2012,9,8,38.9,1.1,"hobo",2012-09-08,30,10,10,"M",1,1,"HB"
"3713",2012,9,9,34.7,3.7,"hobo",2012-09-09,30,10,10,"M",1,1,"HB"
"4131",2012,9,10,24.6,-0.3,"hobo",2012-09-10,24.6,10,7.3,"M",1,1,"HB"
"4541",2012,9,11,24.1,-1.6,"hobo",2012-09-11,24.1,10,7.05,"M",1,1,"HB"
"4951",2012,9,12,29.3,-3.6,"hobo",2012-09-12,29.3,10,9.65,"M",1,1,"HB"
"5361",2012,9,13,36.1,2.4,"hobo",2012-09-13,30,10,10,"M",1,1,"HB"
"5791",2012,9,14,37.5,1.5,"hobo",2012-09-14,30,10,10,"M",1,1,"HB"
"6221",2012,9,15,33.8,-1.4,"hobo",2012-09-15,30,10,10,"M",1,1,"HB"
"6651",2012,9,16,30.9,-4.7,"hobo",2012-09-16,30,10,10,"M",2,1,"HB"
"7081",2012,9,17,35.9,-2,"hobo",2012-09-17,30,10,10,"M",2,1,"HB"
"7512",2012,9,18,36.8,1.1,"hobo",2012-09-18,30,10,10,"M",2,1,"HB"
"7941",2012,9,19,36.6,-1.1,"hobo",2012-09-19,30,10,10,"M",2,1,"HB"
"8371",2012,9,20,37.6,0.5,"hobo",2012-09-20,30,10,10,"M",2,1,"HB"
"8801",2012,9,21,39.3,1.7,"hobo",2012-09-21,30,10,10,"M",2,1,"HB"
"9231",2012,9,22,37.5,4.3,"hobo",2012-09-22,30,10,10,"M",2,1,"HB"
"9661",2012,9,23,34.4,1.5,"hobo",2012-09-23,30,10,10,"M",2,1,"HB"
"10091",2012,9,24,35.5,2.6,"hobo",2012-09-24,30,10,10,"M",2,1,"HB"
"10521",2012,9,25,34.7,0.5,"hobo",2012-09-25,30,10,10,"M",2,1,"HB"
"10951",2012,9,26,28.4,1,"hobo",2012-09-26,28.4,10,9.2,"M",2,1,"HB"
"11381",2012,9,27,30.9,0.4,"hobo",2012-09-27,30,10,10,"M",2,1,"HB"
"11812",2012,9,28,32.2,4.2,"hobo",2012-09-28,30,10,10,"M",2,1,"HB"
"12213",2012,9,29,25.3,3.7,"hobo",2012-09-29,25.3,10,7.65,"M",2,1,"HB"
"1260",2012,9,30,28.4,-0.1,"hobo",2012-09-30,28.4,10,9.2,"M",2,1,"HB"
"3413",2012,10,1,24.6,1,"hobo",2012-10-01,24.6,10,7.3,"M",1,1,"HB"
"7712",2012,10,2,16,0.9,"hobo",2012-10-02,16,10,3,"M",1,1,"HB"
"12013",2012,10,3,2.2,1.9,"hobo",2012-10-03,10,10,0,"M",1,1,"HB"
"1633",2012,10,4,1.9,0.9,"hobo",2012-10-04,10,10,0,"M",1,1,"HB"
"2063",2012,10,5,1.6,0,"hobo",2012-10-05,10,10,0,"M",1,1,"HB"
"2483",2012,10,6,2,0.5,"hobo",2012-10-06,10,10,0,"M",1,1,"HB"
"2903",2012,10,7,11.3,0.8,"hobo",2012-10-07,11.3,10,0.65,"M",1,1,"HB"
"3322",2012,10,8,3.2,1.3,"hobo",2012-10-08,10,10,0,"M",1,1,"HB"
"3741",2012,10,9,13.2,1.3,"hobo",2012-10-09,13.2,10,1.6,"M",1,1,"HB"
"4161",2012,10,10,4.1,-0.9,"hobo",2012-10-10,10,10,0,"M",1,1,"HB"
"4571",2012,10,11,5.2,0.9,"hobo",2012-10-11,10,10,0,"M",1,1,"HB"
"4981",2012,10,12,16.3,-1.4,"hobo",2012-10-12,16.3,10,3.15,"M",1,1,"HB"
"5401",2012,10,13,15.2,1.4,"hobo",2012-10-13,15.2,10,2.6,"M",1,1,"HB"
"5831",2012,10,14,15.6,2,"hobo",2012-10-14,15.6,10,2.8,"M",1,1,"HB"
"6261",2012,10,15,19.7,2.5,"hobo",2012-10-15,19.7,10,4.85,"M",1,1,"HB"
"6691",2012,10,16,5.4,-1.8,"hobo",2012-10-16,10,10,0,"M",2,1,"HB"
"7121",2012,10,17,10.8,-3,"hobo",2012-10-17,10.8,10,0.4,"M",2,1,"HB"
"7551",2012,10,18,13.9,-2.8,"hobo",2012-10-18,13.9,10,1.95,"M",2,1,"HB"
"7981",2012,10,19,16.7,1,"hobo",2012-10-19,16.7,10,3.35,"M",2,1,"HB"
"8413",2012,10,20,8.8,-0.6,"hobo",2012-10-20,10,10,0,"M",2,1,"HB"
"8841",2012,10,21,6.6,-3.2,"hobo",2012-10-21,10,10,0,"M",2,1,"HB"
"9271",2012,10,22,-0.5,-1.5,"hobo",2012-10-22,10,10,0,"M",2,1,"HB"
"9701",2012,10,23,0.8,-0.4,"hobo",2012-10-23,10,10,0,"M",2,1,"HB"
"10131",2012,10,24,0.9,0.8,"hobo",2012-10-24,10,10,0,"M",2,1,"HB"
"10561",2012,10,25,0.9,0.8,"hobo",2012-10-25,10,10,0,"M",2,1,"HB"
"10991",2012,10,26,0.9,0.6,"hobo",2012-10-26,10,10,0,"M",2,1,"HB"
"11421",2012,10,27,0.9,0.4,"hobo",2012-10-27,10,10,0,"M",2,1,"HB"
"11851",2012,10,28,1,0.7,"hobo",2012-10-28,10,10,0,"M",2,1,"HB"
"12251",2012,10,29,1.1,0,"hobo",2012-10-29,10,10,0,"M",2,1,"HB"
"1264",2012,10,30,4.5,-1.3,"hobo",2012-10-30,10,10,0,"M",2,1,"HB"
"1293",2012,10,31,5.5,-1.5,"hobo",2012-10-31,10,10,0,"M",2,1,"HB"
"3813",2012,11,1,8.8,-0.8,"hobo",2012-11-01,10,10,0,"M",1,1,"HB"
"8112",2012,11,2,7.9,-2.8,"hobo",2012-11-02,10,10,0,"M",1,1,"HB"
"12412",2012,11,3,8.1,-2.2,"hobo",2012-11-03,10,10,0,"M",1,1,"HB"
"1673",2012,11,4,10.1,-2.8,"hobo",2012-11-04,10.1,10,0.0500000000000007,"M",1,1,"HB"
"2105",2012,11,5,10.9,-0.5,"hobo",2012-11-05,10.9,10,0.449999999999999,"M",1,1,"HB"
"2523",2012,11,6,9.6,-3.2,"hobo",2012-11-06,10,10,0,"M",1,1,"HB"
"2943",2012,11,7,3.9,0,"hobo",2012-11-07,10,10,0,"M",1,1,"HB"
"3362",2012,11,8,0.9,0.8,"hobo",2012-11-08,10,10,0,"M",1,1,"HB"
"3781",2012,11,9,0.8,0.6,"hobo",2012-11-09,10,10,0,"M",1,1,"HB"
"4201",2012,11,10,0.6,0,"hobo",2012-11-10,10,10,0,"M",1,1,"HB"
"4612",2012,11,11,0.2,-0.5,"hobo",2012-11-11,10,10,0,"M",1,1,"HB"
"5021",2012,11,12,0.5,0.1,"hobo",2012-11-12,10,10,0,"M",1,1,"HB"
"5441",2012,11,13,0.5,0.2,"hobo",2012-11-13,10,10,0,"M",1,1,"HB"
"5871",2012,11,14,0.5,0.2,"hobo",2012-11-14,10,10,0,"M",1,1,"HB"
"6301",2012,11,15,0.5,0,"hobo",2012-11-15,10,10,0,"M",1,1,"HB"
"6731",2012,11,16,0.5,-0.3,"hobo",2012-11-16,10,10,0,"M",2,1,"HB"
"7161",2012,11,17,0.5,0.2,"hobo",2012-11-17,10,10,0,"M",2,1,"HB"
"7591",2012,11,18,0.5,0.1,"hobo",2012-11-18,10,10,0,"M",2,1,"HB"
"8021",2012,11,19,0.5,0,"hobo",2012-11-19,10,10,0,"M",2,1,"HB"
"8451",2012,11,20,0.5,0.5,"hobo",2012-11-20,10,10,0,"M",2,1,"HB"
"8881",2012,11,21,0.5,-0.3,"hobo",2012-11-21,10,10,0,"M",2,1,"HB"
"9312",2012,11,22,-0.4,-1.1,"hobo",2012-11-22,10,10,0,"M",2,1,"HB"
"9741",2012,11,23,0.1,-0.6,"hobo",2012-11-23,10,10,0,"M",2,1,"HB"
"10171",2012,11,24,0,-1.2,"hobo",2012-11-24,10,10,0,"M",2,1,"HB"
"10601",2012,11,25,-0.6,-1.8,"hobo",2012-11-25,10,10,0,"M",2,1,"HB"
"11031",2012,11,26,-1.1,-2.2,"hobo",2012-11-26,10,10,0,"M",2,1,"HB"
"11461",2012,11,27,-0.7,-2.2,"hobo",2012-11-27,10,10,0,"M",2,1,"HB"
"11891",2012,11,28,-0.8,-1.8,"hobo",2012-11-28,10,10,0,"M",2,1,"HB"
"12291",2012,11,29,-0.1,-1.1,"hobo",2012-11-29,10,10,0,"M",2,1,"HB"
"1268",2012,11,30,-0.1,-1,"hobo",2012-11-30,10,10,0,"M",2,1,"HB"
"4212",2012,12,1,-0.1,-1,"hobo",2012-12-01,10,10,0,"M",1,1,"HB"
"8513",2012,12,2,-0.4,-1,"hobo",2012-12-02,10,10,0,"M",1,1,"HB"
"12812",2012,12,3,-0.4,-0.9,"hobo",2012-12-03,10,10,0,"M",1,1,"HB"
"1715",2012,12,4,-0.2,-0.9,"hobo",2012-12-04,10,10,0,"M",1,1,"HB"
"2143",2012,12,5,-0.1,-0.6,"hobo",2012-12-05,10,10,0,"M",1,1,"HB"
"2563",2012,12,6,-0.7,-1,"hobo",2012-12-06,10,10,0,"M",1,1,"HB"
"2983",2012,12,7,-0.9,-1.2,"hobo",2012-12-07,10,10,0,"M",1,1,"HB"
"3402",2012,12,8,-0.7,-1.1,"hobo",2012-12-08,10,10,0,"M",1,1,"HB"
"3821",2012,12,9,-0.9,-1.4,"hobo",2012-12-09,10,10,0,"M",1,1,"HB"
"4241",2012,12,10,-1,-1.8,"hobo",2012-12-10,10,10,0,"M",1,1,"HB"
"4651",2012,12,11,-0.6,-1.4,"hobo",2012-12-11,10,10,0,"M",1,1,"HB"
"5061",2012,12,12,-0.8,-1.6,"hobo",2012-12-12,10,10,0,"M",1,1,"HB"
"5481",2012,12,13,-1.1,-1.8,"hobo",2012-12-13,10,10,0,"M",1,1,"HB"
"5912",2012,12,14,-1.1,-2.6,"hobo",2012-12-14,10,10,0,"M",1,1,"HB"
