"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","half","Tminbelow10","site","transect"
"2374",2013,11,10,-0.5,-0.5,"ibut",2013-11-10,10,10,0,1,1,"E","NK"
"2594",2013,11,11,-1,-1,"ibut",2013-11-11,10,10,0,1,1,"E","NK"
"2816",2013,11,12,-0.5,-1,"ibut",2013-11-12,10,10,0,1,1,"E","NK"
"3034",2013,11,13,-0.5,-0.5,"ibut",2013-11-13,10,10,0,1,1,"E","NK"
"3254",2013,11,14,-0.5,-1,"ibut",2013-11-14,10,10,0,1,1,"E","NK"
"3474",2013,11,15,-0.5,-1,"ibut",2013-11-15,10,10,0,1,1,"E","NK"
"3694",2013,11,16,-1,-1,"ibut",2013-11-16,10,10,0,2,1,"E","NK"
"3917",2013,11,17,-1,-1,"ibut",2013-11-17,10,10,0,2,1,"E","NK"
"4134",2013,11,18,-0.5,-1,"ibut",2013-11-18,10,10,0,2,1,"E","NK"
"4354",2013,11,19,-0.5,-0.5,"ibut",2013-11-19,10,10,0,2,1,"E","NK"
"4573",2013,11,20,-0.5,-1,"ibut",2013-11-20,10,10,0,2,1,"E","NK"
"4793",2013,11,21,-1,-1,"ibut",2013-11-21,10,10,0,2,1,"E","NK"
"5023",2013,11,22,-1,-1,"ibut",2013-11-22,10,10,0,2,1,"E","NK"
"5253",2013,11,23,-1,-1,"ibut",2013-11-23,10,10,0,2,1,"E","NK"
"5482",2013,11,24,-1,-1,"ibut",2013-11-24,10,10,0,2,1,"E","NK"
"5715",2013,11,25,-1,-1.5,"ibut",2013-11-25,10,10,0,2,1,"E","NK"
"5942",2013,11,26,-1,-1,"ibut",2013-11-26,10,10,0,2,1,"E","NK"
"6182",2013,11,27,-1.5,-1.5,"ibut",2013-11-27,10,10,0,2,1,"E","NK"
"6422",2013,11,28,-1,-1.5,"ibut",2013-11-28,10,10,0,2,1,"E","NK"
"6642",2013,11,29,-1,-1,"ibut",2013-11-29,10,10,0,2,1,"E","NK"
"6862",2013,11,30,-1,-1.5,"ibut",2013-11-30,10,10,0,2,1,"E","NK"
"2416",2013,12,1,-1,-1.5,"ibut",2013-12-01,10,10,0,1,1,"E","NK"
"4815",2013,12,2,-1.5,-2,"ibut",2013-12-02,10,10,0,1,1,"E","NK"
"7213",2013,12,3,-2,-2.5,"ibut",2013-12-03,10,10,0,1,1,"E","NK"
"9613",2013,12,4,-3,-4,"ibut",2013-12-04,10,10,0,1,1,"E","NK"
"1204",2013,12,5,-4,-5.5,"ibut",2013-12-05,10,10,0,1,1,"E","NK"
"1444",2013,12,6,-6,-7,"ibut",2013-12-06,10,10,0,1,1,"E","NK"
"1684",2013,12,7,-6.5,-7,"ibut",2013-12-07,10,10,0,1,1,"E","NK"
"1924",2013,12,8,-6,-6.5,"ibut",2013-12-08,10,10,0,1,1,"E","NK"
"2164",2013,12,9,-5,-6,"ibut",2013-12-09,10,10,0,1,1,"E","NK"
"2394",2013,12,10,-4.5,-5,"ibut",2013-12-10,10,10,0,1,1,"E","NK"
"2616",2013,12,11,-4,-5,"ibut",2013-12-11,10,10,0,1,1,"E","NK"
"2834",2013,12,12,-3.5,-4,"ibut",2013-12-12,10,10,0,1,1,"E","NK"
"3054",2013,12,13,-3.5,-4,"ibut",2013-12-13,10,10,0,1,1,"E","NK"
"3274",2013,12,14,-3,-3.5,"ibut",2013-12-14,10,10,0,1,1,"E","NK"
"3494",2013,12,15,-2.5,-3,"ibut",2013-12-15,10,10,0,1,1,"E","NK"
"3717",2013,12,16,-2.5,-3.5,"ibut",2013-12-16,10,10,0,2,1,"E","NK"
"3934",2013,12,17,-2.5,-3.5,"ibut",2013-12-17,10,10,0,2,1,"E","NK"
"4154",2013,12,18,-2.5,-3,"ibut",2013-12-18,10,10,0,2,1,"E","NK"
"4374",2013,12,19,-3,-4,"ibut",2013-12-19,10,10,0,2,1,"E","NK"
"4593",2013,12,20,-4,-5,"ibut",2013-12-20,10,10,0,2,1,"E","NK"
"4816",2013,12,21,-5.5,-6.5,"ibut",2013-12-21,10,10,0,2,1,"E","NK"
"5043",2013,12,22,-5.5,-7,"ibut",2013-12-22,10,10,0,2,1,"E","NK"
"5273",2013,12,23,-4,-5.5,"ibut",2013-12-23,10,10,0,2,1,"E","NK"
"5502",2013,12,24,-5.5,-7,"ibut",2013-12-24,10,10,0,2,1,"E","NK"
"5732",2013,12,25,-5,-7,"ibut",2013-12-25,10,10,0,2,1,"E","NK"
"5962",2013,12,26,-3,-4.5,"ibut",2013-12-26,10,10,0,2,1,"E","NK"
"6202",2013,12,27,-3,-4,"ibut",2013-12-27,10,10,0,2,1,"E","NK"
"6442",2013,12,28,-4,-7,"ibut",2013-12-28,10,10,0,2,1,"E","NK"
"6662",2013,12,29,-5.5,-7,"ibut",2013-12-29,10,10,0,2,1,"E","NK"
"6882",2013,12,30,-5,-7.5,"ibut",2013-12-30,10,10,0,2,1,"E","NK"
"7021",2013,12,31,-5,-7,"ibut",2013-12-31,10,10,0,2,1,"E","NK"
"2107",2014,1,1,-5.5,-8,"ibut",2014-01-01,10,10,0,1,1,"E","NK"
"2617",2014,1,2,-3.5,-5,"ibut",2014-01-02,10,10,0,1,1,"E","NK"
"5016",2014,1,3,-3.5,-5,"ibut",2014-01-03,10,10,0,1,1,"E","NK"
"7413",2014,1,4,-4.5,-9.5,"ibut",2014-01-04,10,10,0,1,1,"E","NK"
"9810",2014,1,5,-9.5,-11.5,"ibut",2014-01-05,10,10,0,1,1,"E","NK"
"1224",2014,1,6,-7.5,-8.5,"ibut",2014-01-06,10,10,0,1,1,"E","NK"
"1464",2014,1,7,-7,-8,"ibut",2014-01-07,10,10,0,1,1,"E","NK"
"1704",2014,1,8,-6,-8,"ibut",2014-01-08,10,10,0,1,1,"E","NK"
"1944",2014,1,9,-6,-7,"ibut",2014-01-09,10,10,0,1,1,"E","NK"
"2184",2014,1,10,-6,-7.5,"ibut",2014-01-10,10,10,0,1,1,"E","NK"
"2417",2014,1,11,-4.5,-6,"ibut",2014-01-11,10,10,0,1,1,"E","NK"
"2634",2014,1,12,-4.5,-6,"ibut",2014-01-12,10,10,0,1,1,"E","NK"
"2854",2014,1,13,-4.5,-5,"ibut",2014-01-13,10,10,0,1,1,"E","NK"
"3074",2014,1,14,-4,-5,"ibut",2014-01-14,10,10,0,1,1,"E","NK"
"3294",2014,1,15,-4,-5,"ibut",2014-01-15,10,10,0,1,1,"E","NK"
"3517",2014,1,16,-4.5,-5,"ibut",2014-01-16,10,10,0,2,1,"E","NK"
"3734",2014,1,17,-3.5,-5.5,"ibut",2014-01-17,10,10,0,2,1,"E","NK"
"3954",2014,1,18,-4.5,-6,"ibut",2014-01-18,10,10,0,2,1,"E","NK"
"4174",2014,1,19,-5.5,-8.5,"ibut",2014-01-19,10,10,0,2,1,"E","NK"
"4394",2014,1,20,-6.5,-9,"ibut",2014-01-20,10,10,0,2,1,"E","NK"
"4616",2014,1,21,-4,-6,"ibut",2014-01-21,10,10,0,2,1,"E","NK"
"4833",2014,1,22,-3,-5,"ibut",2014-01-22,10,10,0,2,1,"E","NK"
"5063",2014,1,23,-4,-5.5,"ibut",2014-01-23,10,10,0,2,1,"E","NK"
"5293",2014,1,24,-2.5,-4,"ibut",2014-01-24,10,10,0,2,1,"E","NK"
"5522",2014,1,25,-2,-5.5,"ibut",2014-01-25,10,10,0,2,1,"E","NK"
"5752",2014,1,26,-3.5,-8,"ibut",2014-01-26,10,10,0,2,1,"E","NK"
"5982",2014,1,27,-9,-11,"ibut",2014-01-27,10,10,0,2,1,"E","NK"
"6222",2014,1,28,-6.5,-10,"ibut",2014-01-28,10,10,0,2,1,"E","NK"
"6462",2014,1,29,-6.5,-9.5,"ibut",2014-01-29,10,10,0,2,1,"E","NK"
"6682",2014,1,30,-7.5,-7.5,"ibut",2014-01-30,10,10,0,2,1,"E","NK"
"6901",2014,1,31,-7.5,-12.5,"ibut",2014-01-31,10,10,0,2,1,"E","NK"
"4107",2014,2,1,-11.5,-14.5,"ibut",2014-02-01,10,10,0,1,1,"E","NK"
"2817",2014,2,2,-12.5,-16.5,"ibut",2014-02-02,10,10,0,1,1,"E","NK"
"5216",2014,2,3,-10.5,-12.5,"ibut",2014-02-03,10,10,0,1,1,"E","NK"
"7613",2014,2,4,-12,-13,"ibut",2014-02-04,10,10,0,1,1,"E","NK"
"1004",2014,2,5,-13.5,-20,"ibut",2014-02-05,10,10,0,1,1,"E","NK"
"1244",2014,2,6,-17,-21,"ibut",2014-02-06,10,10,0,1,1,"E","NK"
"1484",2014,2,7,-15.5,-18.5,"ibut",2014-02-07,10,10,0,1,1,"E","NK"
"1724",2014,2,8,-15.5,-19,"ibut",2014-02-08,10,10,0,1,1,"E","NK"
"1964",2014,2,9,-16,-19.5,"ibut",2014-02-09,10,10,0,1,1,"E","NK"
"2204",2014,2,10,-10.5,-17,"ibut",2014-02-10,10,10,0,1,1,"E","NK"
"2434",2014,2,11,-9.5,-11.5,"ibut",2014-02-11,10,10,0,1,1,"E","NK"
"2654",2014,2,12,-6.5,-9,"ibut",2014-02-12,10,10,0,1,1,"E","NK"
"2874",2014,2,13,-7,-8.5,"ibut",2014-02-13,10,10,0,1,1,"E","NK"
"3094",2014,2,14,-7,-9,"ibut",2014-02-14,10,10,0,1,1,"E","NK"
"3317",2014,2,15,-7.5,-10,"ibut",2014-02-15,10,10,0,1,1,"E","NK"
"3534",2014,2,16,-6,-9,"ibut",2014-02-16,10,10,0,2,1,"E","NK"
"3754",2014,2,17,-7,-9.5,"ibut",2014-02-17,10,10,0,2,1,"E","NK"
"3974",2014,2,18,-7.5,-9.5,"ibut",2014-02-18,10,10,0,2,1,"E","NK"
"4194",2014,2,19,-7.5,-9.5,"ibut",2014-02-19,10,10,0,2,1,"E","NK"
"4417",2014,2,20,-8.5,-12,"ibut",2014-02-20,10,10,0,2,1,"E","NK"
"4633",2014,2,21,-9,-14,"ibut",2014-02-21,10,10,0,2,1,"E","NK"
"4853",2014,2,22,-9,-10,"ibut",2014-02-22,10,10,0,2,1,"E","NK"
"5083",2014,2,23,-10.5,-13.5,"ibut",2014-02-23,10,10,0,2,1,"E","NK"
"5316",2014,2,24,-11.5,-15,"ibut",2014-02-24,10,10,0,2,1,"E","NK"
"5542",2014,2,25,-10.5,-14.5,"ibut",2014-02-25,10,10,0,2,1,"E","NK"
"5772",2014,2,26,-9,-12.5,"ibut",2014-02-26,10,10,0,2,1,"E","NK"
"6002",2014,2,27,-8,-10.5,"ibut",2014-02-27,10,10,0,2,1,"E","NK"
"6242",2014,2,28,-10,-13,"ibut",2014-02-28,10,10,0,2,1,"E","NK"
"6105",2014,3,1,-13.5,-15.5,"ibut",2014-03-01,10,10,0,1,1,"E","NK"
"3017",2014,3,2,-12.5,-15.5,"ibut",2014-03-02,10,10,0,1,1,"E","NK"
"5416",2014,3,3,-8.5,-12,"ibut",2014-03-03,10,10,0,1,1,"E","NK"
"7813",2014,3,4,-7.5,-8.5,"ibut",2014-03-04,10,10,0,1,1,"E","NK"
"1024",2014,3,5,-6,-7.5,"ibut",2014-03-05,10,10,0,1,1,"E","NK"
"1264",2014,3,6,-6.5,-7.5,"ibut",2014-03-06,10,10,0,1,1,"E","NK"
"1504",2014,3,7,-6,-7,"ibut",2014-03-07,10,10,0,1,1,"E","NK"
"1744",2014,3,8,-4.5,-6,"ibut",2014-03-08,10,10,0,1,1,"E","NK"
"1984",2014,3,9,-4,-5,"ibut",2014-03-09,10,10,0,1,1,"E","NK"
"2224",2014,3,10,-5.5,-6.5,"ibut",2014-03-10,10,10,0,1,1,"E","NK"
"2454",2014,3,11,-6,-8.5,"ibut",2014-03-11,10,10,0,1,1,"E","NK"
"2674",2014,3,12,-5,-7.5,"ibut",2014-03-12,10,10,0,1,1,"E","NK"
"2894",2014,3,13,-5,-6.5,"ibut",2014-03-13,10,10,0,1,1,"E","NK"
"3117",2014,3,14,-3.5,-7.5,"ibut",2014-03-14,10,10,0,1,1,"E","NK"
"3334",2014,3,15,-5,-7,"ibut",2014-03-15,10,10,0,1,1,"E","NK"
"3554",2014,3,16,-3.5,-5,"ibut",2014-03-16,10,10,0,2,1,"E","NK"
"3774",2014,3,17,-4,-6,"ibut",2014-03-17,10,10,0,2,1,"E","NK"
"3994",2014,3,18,-4,-6,"ibut",2014-03-18,10,10,0,2,1,"E","NK"
"4217",2014,3,19,-4.5,-7.5,"ibut",2014-03-19,10,10,0,2,1,"E","NK"
"4434",2014,3,20,-5.5,-7,"ibut",2014-03-20,10,10,0,2,1,"E","NK"
"4653",2014,3,21,-5.5,-7,"ibut",2014-03-21,10,10,0,2,1,"E","NK"
"4873",2014,3,22,-6.5,-10,"ibut",2014-03-22,10,10,0,2,1,"E","NK"
"5106",2014,3,23,-7,-10,"ibut",2014-03-23,10,10,0,2,1,"E","NK"
"5333",2014,3,24,-6.5,-9,"ibut",2014-03-24,10,10,0,2,1,"E","NK"
"5562",2014,3,25,-3,-8.5,"ibut",2014-03-25,10,10,0,2,1,"E","NK"
"5792",2014,3,26,-5.5,-7.5,"ibut",2014-03-26,10,10,0,2,1,"E","NK"
"6022",2014,3,27,-5.5,-6,"ibut",2014-03-27,10,10,0,2,1,"E","NK"
"6262",2014,3,28,-4.5,-6.5,"ibut",2014-03-28,10,10,0,2,1,"E","NK"
"6482",2014,3,29,-4.5,-5.5,"ibut",2014-03-29,10,10,0,2,1,"E","NK"
"6702",2014,3,30,-5,-5.5,"ibut",2014-03-30,10,10,0,2,1,"E","NK"
"6921",2014,3,31,-4.5,-5,"ibut",2014-03-31,10,10,0,2,1,"E","NK"
"8103",2014,4,1,-4.5,-4.5,"ibut",2014-04-01,10,10,0,1,1,"E","NK"
"3217",2014,4,2,-4.5,-5.5,"ibut",2014-04-02,10,10,0,1,1,"E","NK"
"5615",2014,4,3,-4.5,-5,"ibut",2014-04-03,10,10,0,1,1,"E","NK"
"8013",2014,4,4,-4,-5,"ibut",2014-04-04,10,10,0,1,1,"E","NK"
"1044",2014,4,5,-4.5,-5,"ibut",2014-04-05,10,10,0,1,1,"E","NK"
"1284",2014,4,6,-4,-5,"ibut",2014-04-06,10,10,0,1,1,"E","NK"
"1524",2014,4,7,-2.5,-5.5,"ibut",2014-04-07,10,10,0,1,1,"E","NK"
"1764",2014,4,8,-1.5,-4,"ibut",2014-04-08,10,10,0,1,1,"E","NK"
"2004",2014,4,9,-1.5,-2,"ibut",2014-04-09,10,10,0,1,1,"E","NK"
"2244",2014,4,10,-2.5,-3,"ibut",2014-04-10,10,10,0,1,1,"E","NK"
"2474",2014,4,11,-2.5,-3,"ibut",2014-04-11,10,10,0,1,1,"E","NK"
"2694",2014,4,12,-2.5,-2.5,"ibut",2014-04-12,10,10,0,1,1,"E","NK"
"2917",2014,4,13,-3,-3.5,"ibut",2014-04-13,10,10,0,1,1,"E","NK"
"3134",2014,4,14,-3.5,-4,"ibut",2014-04-14,10,10,0,1,1,"E","NK"
"3354",2014,4,15,-3.5,-3.5,"ibut",2014-04-15,10,10,0,1,1,"E","NK"
"3574",2014,4,16,-3,-3,"ibut",2014-04-16,10,10,0,2,1,"E","NK"
"3794",2014,4,17,-3,-3,"ibut",2014-04-17,10,10,0,2,1,"E","NK"
"4017",2014,4,18,-3,-3,"ibut",2014-04-18,10,10,0,2,1,"E","NK"
"4234",2014,4,19,-2.5,-2.5,"ibut",2014-04-19,10,10,0,2,1,"E","NK"
"4454",2014,4,20,-2.5,-2.5,"ibut",2014-04-20,10,10,0,2,1,"E","NK"
"4673",2014,4,21,-2.5,-3,"ibut",2014-04-21,10,10,0,2,1,"E","NK"
"4893",2014,4,22,0,-2.5,"ibut",2014-04-22,10,10,0,2,1,"E","NK"
"5123",2014,4,23,0,-1,"ibut",2014-04-23,10,10,0,2,1,"E","NK"
"5353",2014,4,24,-1,-2,"ibut",2014-04-24,10,10,0,2,1,"E","NK"
"5582",2014,4,25,-1.5,-1.5,"ibut",2014-04-25,10,10,0,2,1,"E","NK"
"5814",2014,4,26,-1.5,-1.5,"ibut",2014-04-26,10,10,0,2,1,"E","NK"
"6042",2014,4,27,-1.5,-1.5,"ibut",2014-04-27,10,10,0,2,1,"E","NK"
"6282",2014,4,28,-1.5,-2,"ibut",2014-04-28,10,10,0,2,1,"E","NK"
"6502",2014,4,29,-2,-2,"ibut",2014-04-29,10,10,0,2,1,"E","NK"
"6722",2014,4,30,0,-2,"ibut",2014-04-30,10,10,0,2,1,"E","NK"
"1017",2014,5,1,0,0,"ibut",2014-05-01,10,10,0,1,1,"E","NK"
"3417",2014,5,2,0,0,"ibut",2014-05-02,10,10,0,1,1,"E","NK"
"5815",2014,5,3,0,0,"ibut",2014-05-03,10,10,0,1,1,"E","NK"
"8213",2014,5,4,0,-0.5,"ibut",2014-05-04,10,10,0,1,1,"E","NK"
"1064",2014,5,5,0,-0.5,"ibut",2014-05-05,10,10,0,1,1,"E","NK"
"1304",2014,5,6,-0.5,-0.5,"ibut",2014-05-06,10,10,0,1,1,"E","NK"
"1544",2014,5,7,-0.5,-0.5,"ibut",2014-05-07,10,10,0,1,1,"E","NK"
"1784",2014,5,8,0,-0.5,"ibut",2014-05-08,10,10,0,1,1,"E","NK"
"2024",2014,5,9,0,0,"ibut",2014-05-09,10,10,0,1,1,"E","NK"
"2264",2014,5,10,0,0,"ibut",2014-05-10,10,10,0,1,1,"E","NK"
"2494",2014,5,11,0,0,"ibut",2014-05-11,10,10,0,1,1,"E","NK"
"2717",2014,5,12,0,0,"ibut",2014-05-12,10,10,0,1,1,"E","NK"
"2934",2014,5,13,0,0,"ibut",2014-05-13,10,10,0,1,1,"E","NK"
"3154",2014,5,14,0,0,"ibut",2014-05-14,10,10,0,1,1,"E","NK"
"3374",2014,5,15,0,0,"ibut",2014-05-15,10,10,0,1,1,"E","NK"
"3594",2014,5,16,0,0,"ibut",2014-05-16,10,10,0,2,1,"E","NK"
"3816",2014,5,17,0,0,"ibut",2014-05-17,10,10,0,2,1,"E","NK"
"4034",2014,5,18,0,0,"ibut",2014-05-18,10,10,0,2,1,"E","NK"
"4254",2014,5,19,0,0,"ibut",2014-05-19,10,10,0,2,1,"E","NK"
"4474",2014,5,20,0,0,"ibut",2014-05-20,10,10,0,2,1,"E","NK"
"4693",2014,5,21,0,0,"ibut",2014-05-21,10,10,0,2,1,"E","NK"
"4916",2014,5,22,0,0,"ibut",2014-05-22,10,10,0,2,1,"E","NK"
"5143",2014,5,23,0,0,"ibut",2014-05-23,10,10,0,2,1,"E","NK"
"5373",2014,5,24,0,0,"ibut",2014-05-24,10,10,0,2,1,"E","NK"
"5602",2014,5,25,4.5,-0.5,"ibut",2014-05-25,10,10,0,2,1,"E","NK"
"5832",2014,5,26,3,0,"ibut",2014-05-26,10,10,0,2,1,"E","NK"
"6062",2014,5,27,13.5,-1.5,"ibut",2014-05-27,13.5,10,1.75,2,1,"E","NK"
"6302",2014,5,28,5.5,0,"ibut",2014-05-28,10,10,0,2,1,"E","NK"
"6522",2014,5,29,9.5,0,"ibut",2014-05-29,10,10,0,2,1,"E","NK"
"6742",2014,5,30,15.5,-1,"ibut",2014-05-30,15.5,10,2.75,2,1,"E","NK"
"6941",2014,5,31,16.5,-0.5,"ibut",2014-05-31,16.5,10,3.25,2,1,"E","NK"
"1217",2014,6,1,14.5,-0.5,"ibut",2014-06-01,14.5,10,2.25,1,1,"E","NK"
"3616",2014,6,2,14.5,1.5,"ibut",2014-06-02,14.5,10,2.25,1,1,"E","NK"
"6015",2014,6,3,20.5,1,"ibut",2014-06-03,20.5,10,5.25,1,1,"E","NK"
"8413",2014,6,4,21,3.5,"ibut",2014-06-04,21,10,5.5,1,1,"E","NK"
"1084",2014,6,5,5,0.5,"ibut",2014-06-05,10,10,0,1,1,"E","NK"
"1324",2014,6,6,17.5,-2,"ibut",2014-06-06,17.5,10,3.75,1,1,"E","NK"
"1564",2014,6,7,17.5,-1,"ibut",2014-06-07,17.5,10,3.75,1,1,"E","NK"
"1804",2014,6,8,17.5,0.5,"ibut",2014-06-08,17.5,10,3.75,1,1,"E","NK"
"2044",2014,6,9,11.5,3.5,"ibut",2014-06-09,11.5,10,0.75,1,1,"E","NK"
"2284",2014,6,10,20,-1.5,"ibut",2014-06-10,20,10,5,1,1,"E","NK"
"2517",2014,6,11,14.5,2,"ibut",2014-06-11,14.5,10,2.25,1,1,"E","NK"
"2734",2014,6,12,19,1,"ibut",2014-06-12,19,10,4.5,1,1,"E","NK"
"2954",2014,6,13,8.5,1.5,"ibut",2014-06-13,10,10,0,1,1,"E","NK"
"3174",2014,6,14,19,0.5,"ibut",2014-06-14,19,10,4.5,1,1,"E","NK"
"3394",2014,6,15,11,1.5,"ibut",2014-06-15,11,10,0.5,1,1,"E","NK"
"3617",2014,6,16,11.5,1.5,"ibut",2014-06-16,11.5,10,0.75,2,1,"E","NK"
"3834",2014,6,17,6.5,0,"ibut",2014-06-17,10,10,0,2,1,"E","NK"
"4054",2014,6,18,13.5,2.5,"ibut",2014-06-18,13.5,10,1.75,2,1,"E","NK"
"4274",2014,6,19,14.5,3.5,"ibut",2014-06-19,14.5,10,2.25,2,1,"E","NK"
"4494",2014,6,20,22.5,3,"ibut",2014-06-20,22.5,10,6.25,2,1,"E","NK"
"4716",2014,6,21,17.5,0.5,"ibut",2014-06-21,17.5,10,3.75,2,1,"E","NK"
"4933",2014,6,22,17.5,1.5,"ibut",2014-06-22,17.5,10,3.75,2,1,"E","NK"
"5163",2014,6,23,17,4.5,"ibut",2014-06-23,17,10,3.5,2,1,"E","NK"
"5393",2014,6,24,24.5,5,"ibut",2014-06-24,24.5,10,7.25,2,1,"E","NK"
"5622",2014,6,25,13.5,6,"ibut",2014-06-25,13.5,10,1.75,2,1,"E","NK"
"5852",2014,6,26,19,2,"ibut",2014-06-26,19,10,4.5,2,1,"E","NK"
"6082",2014,6,27,23,4,"ibut",2014-06-27,23,10,6.5,2,1,"E","NK"
"6322",2014,6,28,23.5,3.5,"ibut",2014-06-28,23.5,10,6.75,2,1,"E","NK"
"6542",2014,6,29,17,2,"ibut",2014-06-29,17,10,3.5,2,1,"E","NK"
"6762",2014,6,30,16.5,3.5,"ibut",2014-06-30,16.5,10,3.25,2,1,"E","NK"
"1417",2014,7,1,25.5,3,"ibut",2014-07-01,25.5,10,7.75,1,1,"E","NK"
"3817",2014,7,2,27.5,6.5,"ibut",2014-07-02,27.5,10,8.75,1,1,"E","NK"
"6215",2014,7,3,24,10.5,"ibut",2014-07-03,24,10.5,7.25,1,0,"E","NK"
"8613",2014,7,4,27,9.5,"ibut",2014-07-04,27,10,8.5,1,1,"E","NK"
"1107",2014,7,5,26,9.5,"ibut",2014-07-05,26,10,8,1,1,"E","NK"
"1344",2014,7,6,23.5,7.5,"ibut",2014-07-06,23.5,10,6.75,1,1,"E","NK"
"1584",2014,7,7,23,6.5,"ibut",2014-07-07,23,10,6.5,1,1,"E","NK"
"1824",2014,7,8,27.5,5,"ibut",2014-07-08,27.5,10,8.75,1,1,"E","NK"
"2064",2014,7,9,28,7.5,"ibut",2014-07-09,28,10,9,1,1,"E","NK"
"1855",2010,10,6,21,2.4,"hobo",2010-10-06,21,10,5.5,1,1,"E","NK"
"2185",2010,10,7,21,-0.4,"hobo",2010-10-07,21,10,5.5,1,1,"E","NK"
"2518",2010,10,8,20.1,0.5,"hobo",2010-10-08,20.1,10,5.05,1,1,"E","NK"
"2845",2010,10,9,14.7,0.5,"hobo",2010-10-09,14.7,10,2.35,1,1,"E","NK"
"3165",2010,10,10,16.4,3.2,"hobo",2010-10-10,16.4,10,3.2,1,1,"E","NK"
"3485",2010,10,11,8.5,-3.3,"hobo",2010-10-11,10,10,0,1,1,"E","NK"
"3805",2010,10,12,4.9,-3.5,"hobo",2010-10-12,10,10,0,1,1,"E","NK"
"4125",2010,10,13,10.3,-1.7,"hobo",2010-10-13,10.3,10,0.15,1,1,"E","NK"
"4445",2010,10,14,13.1,-1.2,"hobo",2010-10-14,13.1,10,1.55,1,1,"E","NK"
"4764",2010,10,15,1.1,-2.4,"hobo",2010-10-15,10,10,0,1,1,"E","NK"
"5084",2010,10,16,-0.3,-2.9,"hobo",2010-10-16,10,10,0,2,1,"E","NK"
"5404",2010,10,17,-0.1,-3,"hobo",2010-10-17,10,10,0,2,1,"E","NK"
"5723",2010,10,18,0.1,-2.7,"hobo",2010-10-18,10,10,0,2,1,"E","NK"
"6043",2010,10,19,0.2,-1.3,"hobo",2010-10-19,10,10,0,2,1,"E","NK"
"6363",2010,10,20,0.8,-2.3,"hobo",2010-10-20,10,10,0,2,1,"E","NK"
"6683",2010,10,21,5.6,-2.5,"hobo",2010-10-21,10,10,0,2,1,"E","NK"
"7002",2010,10,22,5.5,-2.9,"hobo",2010-10-22,10,10,0,2,1,"E","NK"
"7321",2010,10,23,6.5,-3.3,"hobo",2010-10-23,10,10,0,2,1,"E","NK"
"7641",2010,10,24,0.8,-3.9,"hobo",2010-10-24,10,10,0,2,1,"E","NK"
"7961",2010,10,25,-0.5,-5.7,"hobo",2010-10-25,10,10,0,2,1,"E","NK"
"8291",2010,10,26,0.1,-6.1,"hobo",2010-10-26,10,10,0,2,1,"E","NK"
"8621",2010,10,27,-0.3,-4,"hobo",2010-10-27,10,10,0,2,1,"E","NK"
"8951",2010,10,28,-1.1,-5.1,"hobo",2010-10-28,10,10,0,2,1,"E","NK"
"926",2010,10,29,-0.9,-4.9,"hobo",2010-10-29,10,10,0,2,1,"E","NK"
"956",2010,10,30,-1.6,-5.1,"hobo",2010-10-30,10,10,0,2,1,"E","NK"
"977",2010,10,31,0.1,-4.8,"hobo",2010-10-31,10,10,0,2,1,"E","NK"
"2718",2010,11,1,0.1,-3.8,"hobo",2010-11-01,10,10,0,1,1,"E","NK"
"5916",2010,11,2,-0.3,-1.4,"hobo",2010-11-02,10,10,0,1,1,"E","NK"
"9114",2010,11,3,-1,-1.5,"hobo",2010-11-03,10,10,0,1,1,"E","NK"
"1235",2010,11,4,-0.3,-1.4,"hobo",2010-11-04,10,10,0,1,1,"E","NK"
"1555",2010,11,5,0,-0.5,"hobo",2010-11-05,10,10,0,1,1,"E","NK"
"1885",2010,11,6,0,-0.3,"hobo",2010-11-06,10,10,0,1,1,"E","NK"
"2218",2010,11,7,0.1,-0.6,"hobo",2010-11-07,10,10,0,1,1,"E","NK"
"2545",2010,11,8,0,-1.1,"hobo",2010-11-08,10,10,0,1,1,"E","NK"
"2875",2010,11,9,-0.9,-1.9,"hobo",2010-11-09,10,10,0,1,1,"E","NK"
"3195",2010,11,10,-1.3,-2.7,"hobo",2010-11-10,10,10,0,1,1,"E","NK"
"3518",2010,11,11,-2.1,-3.3,"hobo",2010-11-11,10,10,0,1,1,"E","NK"
"3835",2010,11,12,-2.4,-3.4,"hobo",2010-11-12,10,10,0,1,1,"E","NK"
"4155",2010,11,13,-1.7,-3.5,"hobo",2010-11-13,10,10,0,1,1,"E","NK"
"4475",2010,11,14,-1.4,-3.6,"hobo",2010-11-14,10,10,0,1,1,"E","NK"
"4794",2010,11,15,-2,-3.2,"hobo",2010-11-15,10,10,0,1,1,"E","NK"
"5117",2010,11,16,-1.4,-1.9,"hobo",2010-11-16,10,10,0,2,1,"E","NK"
"5433",2010,11,17,-1.4,-1.4,"hobo",2010-11-17,10,10,0,2,1,"E","NK"
"5753",2010,11,18,-1.3,-1.4,"hobo",2010-11-18,10,10,0,2,1,"E","NK"
"6073",2010,11,19,-1.3,-1.4,"hobo",2010-11-19,10,10,0,2,1,"E","NK"
"6393",2010,11,20,-1.4,-3.1,"hobo",2010-11-20,10,10,0,2,1,"E","NK"
"6716",2010,11,21,-3.2,-3.7,"hobo",2010-11-21,10,10,0,2,1,"E","NK"
