"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","half","Tminbelow10","site","transect"
"1323",2011,2,10,-5.357,-6.802,"hobo",2011-02-10,10,10,0,1,1,"M","NK"
"1473",2011,2,11,-3.956,-5.4185,"hobo",2011-02-11,10,10,0,1,1,"M","NK"
"1623",2011,2,12,-3.2125,-4.001,"hobo",2011-02-12,10,10,0,1,1,"M","NK"
"1773",2011,2,13,-3.1235,-3.301,"hobo",2011-02-13,10,10,0,1,1,"M","NK"
"1923",2011,2,14,-3.227,-3.523,"hobo",2011-02-14,10,10,0,1,1,"M","NK"
"2073",2011,2,15,-3.0205,-3.33,"hobo",2011-02-15,10,10,0,1,1,"M","NK"
"2223",2011,2,16,-3.375,-3.657,"hobo",2011-02-16,10,10,0,2,1,"M","NK"
"2373",2011,2,17,-3.4045,-3.777,"hobo",2011-02-17,10,10,0,2,1,"M","NK"
"2523",2011,2,18,-3.807,-5.6095,"hobo",2011-02-18,10,10,0,2,1,"M","NK"
"2673",2011,2,19,-5.7345,-7.029,"hobo",2011-02-19,10,10,0,2,1,"M","NK"
"2823",2011,2,20,-7.0765,-8.1495,"hobo",2011-02-20,10,10,0,2,1,"M","NK"
"2973",2011,2,21,-7.559,-8.8475,"hobo",2011-02-21,10,10,0,2,1,"M","NK"
"3123",2011,2,22,-6.866,-7.869,"hobo",2011-02-22,10,10,0,2,1,"M","NK"
"3273",2011,2,23,-6.962,-8.3025,"hobo",2011-02-23,10,10,0,2,1,"M","NK"
"3423",2011,2,24,-8.4035,-9.83,"hobo",2011-02-24,10,10,0,2,1,"M","NK"
"3573",2011,2,25,-9.9165,-10.7565,"hobo",2011-02-25,10,10,0,2,1,"M","NK"
"3723",2011,2,26,-9.2875,-10.568,"hobo",2011-02-26,10,10,0,2,1,"M","NK"
"3873",2011,2,27,-9.6795,-11.524,"hobo",2011-02-27,10,10,0,2,1,"M","NK"
"4023",2011,2,28,-8.7305,-9.6105,"hobo",2011-02-28,10,10,0,2,1,"M","NK"
"3104",2011,3,1,-8.017,-8.697,"hobo",2011-03-01,10,10,0,1,1,"M","NK"
"1714",2011,3,2,-6.5785,-7.984,"hobo",2011-03-02,10,10,0,1,1,"M","NK"
"3115",2011,3,3,-5.6515,-6.5155,"hobo",2011-03-03,10,10,0,1,1,"M","NK"
"4515",2011,3,4,-5.449,-5.636,"hobo",2011-03-04,10,10,0,1,1,"M","NK"
"5913",2011,3,5,-5.636,-6.9625,"hobo",2011-03-05,10,10,0,1,1,"M","NK"
"7312",2011,3,6,-6.468,-8.099,"hobo",2011-03-06,10,10,0,1,1,"M","NK"
"8812",2011,3,7,-7.478,-8.73,"hobo",2011-03-07,10,10,0,1,1,"M","NK"
"1033",2011,3,8,-6.994,-7.9675,"hobo",2011-03-08,10,10,0,1,1,"M","NK"
"1183",2011,3,9,-5.574,-7.01,"hobo",2011-03-09,10,10,0,1,1,"M","NK"
"1333",2011,3,10,-4.348,-5.511,"hobo",2011-03-10,10,10,0,1,1,"M","NK"
"1483",2011,3,11,-4.197,-4.4235,"hobo",2011-03-11,10,10,0,1,1,"M","NK"
"1633",2011,3,12,-4.212,-4.469,"hobo",2011-03-12,10,10,0,1,1,"M","NK"
"1783",2011,3,13,-4.182,-4.7275,"hobo",2011-03-13,10,10,0,1,1,"M","NK"
"1933",2011,3,14,-3.6125,-4.152,"hobo",2011-03-14,10,10,0,1,1,"M","NK"
"2083",2011,3,15,-3.583,-4.016,"hobo",2011-03-15,10,10,0,1,1,"M","NK"
"2233",2011,3,16,-3.8215,-4.4085,"hobo",2011-03-16,10,10,0,2,1,"M","NK"
"2383",2011,3,17,-3.8215,-4.197,"hobo",2011-03-17,10,10,0,2,1,"M","NK"
"2533",2011,3,18,-4.1365,-4.8645,"hobo",2011-03-18,10,10,0,2,1,"M","NK"
"2683",2011,3,19,-4.454,-5.6515,"hobo",2011-03-19,10,10,0,2,1,"M","NK"
"2833",2011,3,20,-3.971,-4.469,"hobo",2011-03-20,10,10,0,2,1,"M","NK"
"2983",2011,3,21,-3.8365,-4.1825,"hobo",2011-03-21,10,10,0,2,1,"M","NK"
"3133",2011,3,22,-3.553,-4.107,"hobo",2011-03-22,10,10,0,2,1,"M","NK"
"3283",2011,3,23,-3.153,-3.538,"hobo",2011-03-23,10,10,0,2,1,"M","NK"
"3433",2011,3,24,-3.212,-4.05,"hobo",2011-03-24,10,10,0,2,1,"M","NK"
"3583",2011,3,25,-3.5245,-4.0465,"hobo",2011-03-25,10,10,0,2,1,"M","NK"
"3733",2011,3,26,-3.3005,-3.986,"hobo",2011-03-26,10,10,0,2,1,"M","NK"
"3883",2011,3,27,-3.3305,-4.4235,"hobo",2011-03-27,10,10,0,2,1,"M","NK"
"4033",2011,3,28,-3.0795,-3.777,"hobo",2011-03-28,10,10,0,2,1,"M","NK"
"4173",2011,3,29,-3.0645,-3.494,"hobo",2011-03-29,10,10,0,2,1,"M","NK"
"4315",2011,3,30,-2.45,-3.2715,"hobo",2011-03-30,10,10,0,2,1,"M","NK"
"4453",2011,3,31,-1.9575,-2.479,"hobo",2011-03-31,10,10,0,2,1,"M","NK"
"4105",2011,4,1,-1.9145,-2.334,"hobo",2011-04-01,10,10,0,1,1,"M","NK"
"1814",2011,4,2,-2.131,-2.334,"hobo",2011-04-02,10,10,0,1,1,"M","NK"
"3214",2011,4,3,-2.363,-2.5665,"hobo",2011-04-03,10,10,0,1,1,"M","NK"
"4614",2011,4,4,-2.4645,-2.639,"hobo",2011-04-04,10,10,0,1,1,"M","NK"
"6013",2011,4,5,-2.508,-2.83,"hobo",2011-04-05,10,10,0,1,1,"M","NK"
"7412",2011,4,6,-2.698,-3.316,"hobo",2011-04-06,10,10,0,1,1,"M","NK"
"8912",2011,4,7,-2.756,-3.006,"hobo",2011-04-07,10,10,0,1,1,"M","NK"
"1043",2011,4,8,-2.625,-2.756,"hobo",2011-04-08,10,10,0,1,1,"M","NK"
"1193",2011,4,9,-2.421,-2.61,"hobo",2011-04-09,10,10,0,1,1,"M","NK"
"1343",2011,4,10,-2.218,-2.4065,"hobo",2011-04-10,10,10,0,1,1,"M","NK"
"1493",2011,4,11,-1.943,-2.2035,"hobo",2011-04-11,10,10,0,1,1,"M","NK"
"1643",2011,4,12,-1.8855,-1.943,"hobo",2011-04-12,10,10,0,1,1,"M","NK"
"1793",2011,4,13,-1.871,-1.972,"hobo",2011-04-13,10,10,0,1,1,"M","NK"
"1943",2011,4,14,-1.8565,-1.929,"hobo",2011-04-14,10,10,0,1,1,"M","NK"
"2093",2011,4,15,-1.828,-1.9575,"hobo",2011-04-15,10,10,0,1,1,"M","NK"
"2243",2011,4,16,-1.9575,-2.421,"hobo",2011-04-16,10,10,0,2,1,"M","NK"
"2393",2011,4,17,-2.392,-2.421,"hobo",2011-04-17,10,10,0,2,1,"M","NK"
"2543",2011,4,18,-2.392,-2.479,"hobo",2011-04-18,10,10,0,2,1,"M","NK"
"2693",2011,4,19,-2.4355,-2.727,"hobo",2011-04-19,10,10,0,2,1,"M","NK"
"2843",2011,4,20,-2.654,-2.9325,"hobo",2011-04-20,10,10,0,2,1,"M","NK"
"2993",2011,4,21,-2.8885,-3.0055,"hobo",2011-04-21,10,10,0,2,1,"M","NK"
"3143",2011,4,22,-2.771,-2.859,"hobo",2011-04-22,10,10,0,2,1,"M","NK"
"3293",2011,4,23,-2.727,-2.947,"hobo",2011-04-23,10,10,0,2,1,"M","NK"
"3443",2011,4,24,-2.683,-2.8735,"hobo",2011-04-24,10,10,0,2,1,"M","NK"
"3593",2011,4,25,-2.363,-2.654,"hobo",2011-04-25,10,10,0,2,1,"M","NK"
"3743",2011,4,26,-1.3845,-2.3195,"hobo",2011-04-26,10,10,0,2,1,"M","NK"
"3893",2011,4,27,-1.2135,-1.356,"hobo",2011-04-27,10,10,0,2,1,"M","NK"
"4043",2011,4,28,-1.1285,-1.185,"hobo",2011-04-28,10,10,0,2,1,"M","NK"
"4183",2011,4,29,-1.1,-1.1285,"hobo",2011-04-29,10,10,0,2,1,"M","NK"
"4323",2011,4,30,-1.1,-1.157,"hobo",2011-04-30,10,10,0,2,1,"M","NK"
"5104",2011,5,1,-1.157,-1.313,"hobo",2011-05-01,10,10,0,1,1,"M","NK"
"1915",2011,5,2,-0.0875,-1.1855,"hobo",2011-05-02,10,10,0,1,1,"M","NK"
"3314",2011,5,3,-0.1015,-0.1855,"hobo",2011-05-03,10,10,0,1,1,"M","NK"
"4714",2011,5,4,-0.06,-0.1855,"hobo",2011-05-04,10,10,0,1,1,"M","NK"
"6113",2011,5,5,-0.074,-0.1575,"hobo",2011-05-05,10,10,0,1,1,"M","NK"
"7512",2011,5,6,-0.032,-0.0875,"hobo",2011-05-06,10,10,0,1,1,"M","NK"
"9012",2011,5,7,-0.018,-0.032,"hobo",2011-05-07,10,10,0,1,1,"M","NK"
"1053",2011,5,8,-0.018,-0.032,"hobo",2011-05-08,10,10,0,1,1,"M","NK"
"1203",2011,5,9,-0.018,-0.032,"hobo",2011-05-09,10,10,0,1,1,"M","NK"
"1353",2011,5,10,-0.018,-0.032,"hobo",2011-05-10,10,10,0,1,1,"M","NK"
"1503",2011,5,11,-0.018,-0.032,"hobo",2011-05-11,10,10,0,1,1,"M","NK"
"1653",2011,5,12,-0.018,-0.032,"hobo",2011-05-12,10,10,0,1,1,"M","NK"
"1803",2011,5,13,-0.018,-0.032,"hobo",2011-05-13,10,10,0,1,1,"M","NK"
"1953",2011,5,14,-0.018,-0.018,"hobo",2011-05-14,10,10,0,1,1,"M","NK"
"2105",2011,5,15,-0.018,-0.018,"hobo",2011-05-15,10,10,0,1,1,"M","NK"
"2253",2011,5,16,-0.018,-0.018,"hobo",2011-05-16,10,10,0,2,1,"M","NK"
"2403",2011,5,17,-0.004,-0.018,"hobo",2011-05-17,10,10,0,2,1,"M","NK"
"2553",2011,5,18,0.0235,-0.018,"hobo",2011-05-18,10,10,0,2,1,"M","NK"
"2703",2011,5,19,-0.004,-0.018,"hobo",2011-05-19,10,10,0,2,1,"M","NK"
"2853",2011,5,20,0.0235,-0.018,"hobo",2011-05-20,10,10,0,2,1,"M","NK"
"3003",2011,5,21,1.094,-0.0875,"hobo",2011-05-21,10,10,0,2,1,"M","NK"
"3153",2011,5,22,6.8505,-0.2275,"hobo",2011-05-22,10,10,0,2,1,"M","NK"
"3303",2011,5,23,12.207,0.701,"hobo",2011-05-23,12.207,10,1.1035,2,1,"M","NK"
"3453",2011,5,24,8.2815,-0.004,"hobo",2011-05-24,10,10,0,2,1,"M","NK"
"3603",2011,5,25,7.1665,-0.004,"hobo",2011-05-25,10,10,0,2,1,"M","NK"
"3753",2011,5,26,5.948,0.0375,"hobo",2011-05-26,10,10,0,2,1,"M","NK"
"3903",2011,5,27,0.0235,-0.018,"hobo",2011-05-27,10,10,0,2,1,"M","NK"
"4053",2011,5,28,-0.004,-0.018,"hobo",2011-05-28,10,10,0,2,1,"M","NK"
"4193",2011,5,29,0.0235,-0.018,"hobo",2011-05-29,10,10,0,2,1,"M","NK"
"4333",2011,5,30,0.1205,-0.018,"hobo",2011-05-30,10,10,0,2,1,"M","NK"
"4463",2011,5,31,3.71,-0.1995,"hobo",2011-05-31,10,10,0,2,1,"M","NK"
"6103",2011,6,1,12.485,-1.0295,"hobo",2011-06-01,12.485,10,1.2425,1,1,"M","NK"
"2014",2011,6,2,17.855,-1.9325,"hobo",2011-06-02,17.855,10,3.9275,1,1,"M","NK"
"3415",2011,6,3,22.561,1.3165,"hobo",2011-06-03,22.561,10,6.2805,1,1,"M","NK"
"4814",2011,6,4,22.3695,1.965,"hobo",2011-06-04,22.3695,10,6.18475,1,1,"M","NK"
"6213",2011,6,5,25.502,1.0155,"hobo",2011-06-05,25.502,10,7.751,1,1,"M","NK"
"7612",2011,6,6,20.926,5.3465,"hobo",2011-06-06,20.926,10,5.463,1,1,"M","NK"
"9112",2011,6,7,11.4795,2.4895,"hobo",2011-06-07,11.4795,10,0.739750000000001,1,1,"M","NK"
"1063",2011,6,8,13.8205,1.302,"hobo",2011-06-08,13.8205,10,1.91025,1,1,"M","NK"
"1214",2011,6,9,24.4375,-1.0305,"hobo",2011-06-09,24.4375,10,7.21875,1,1,"M","NK"
"1363",2011,6,10,28.7785,0.2445,"hobo",2011-06-10,28.7785,10,9.38925,1,1,"M","NK"
"1515",2011,6,11,11.5155,2.3955,"hobo",2011-06-11,11.5155,10,0.75775,1,1,"M","NK"
"1663",2011,6,12,27.0265,1.5465,"hobo",2011-06-12,27.0265,10,8.51325,1,1,"M","NK"
"1815",2011,6,13,21.6525,1.586,"hobo",2011-06-13,21.6525,10,5.82625,1,1,"M","NK"
"1963",2011,6,14,29.028,0.0625,"hobo",2011-06-14,29.028,10,9.514,1,1,"M","NK"
"2114",2011,6,15,14.671,1.1095,"hobo",2011-06-15,14.671,10,2.3355,1,1,"M","NK"
"2263",2011,6,16,8.6175,1.4505,"hobo",2011-06-16,10,10,0,2,1,"M","NK"
"2414",2011,6,17,15.7475,1.7455,"hobo",2011-06-17,15.7475,10,2.87375,2,1,"M","NK"
"2563",2011,6,18,20.448,0.049,"hobo",2011-06-18,20.448,10,5.224,2,1,"M","NK"
"2715",2011,6,19,18.414,3.9315,"hobo",2011-06-19,18.414,10,4.207,2,1,"M","NK"
"2863",2011,6,20,30.181,4.894,"hobo",2011-06-20,30,10,10,2,1,"M","NK"
"3015",2011,6,21,26.869,1.9225,"hobo",2011-06-21,26.869,10,8.4345,2,1,"M","NK"
"3163",2011,6,22,27.9775,4.1915,"hobo",2011-06-22,27.9775,10,8.98875,2,1,"M","NK"
"3315",2011,6,23,24.757,0.573,"hobo",2011-06-23,24.757,10,7.3785,2,1,"M","NK"
"3463",2011,6,24,21.068,-1.284,"hobo",2011-06-24,21.068,10,5.534,2,1,"M","NK"
"3614",2011,6,25,20.579,0.9565,"hobo",2011-06-25,20.579,10,5.2895,2,1,"M","NK"
"3763",2011,6,26,20.486,0.8475,"hobo",2011-06-26,20.486,10,5.243,2,1,"M","NK"
"3915",2011,6,27,28.246,7.3165,"hobo",2011-06-27,28.246,10,9.123,2,1,"M","NK"
"4063",2011,6,28,28.09,7.5525,"hobo",2011-06-28,28.09,10,9.045,2,1,"M","NK"
"4203",2011,6,29,21.605,2.2545,"hobo",2011-06-29,21.605,10,5.8025,2,1,"M","NK"
"4343",2011,6,30,24.463,0.9705,"hobo",2011-06-30,24.463,10,7.2315,2,1,"M","NK"
"7102",2011,7,1,32.5575,3.676,"hobo",2011-07-01,30,10,10,1,1,"M","NK"
