"","transect","year","site","Source","plot","treat","Jday","visit","plant","tbo","Ln1","Ln2","Ln3","Fr1","Flwr1","B1","Fr2","Flwr2","B2","failF","final.fate","DEm.est","DEm.estplotav","D1stFlw.ob","D1stFlw.est","D1stSp.ob","day.perLnplotav","subplotID","plotID"
"147","HB","2011","L","H",1,"TR",201,5,5.3,NA,NA,"",NA,7,0,NA,NA,NA,NA,NA,".",NA,NA,183,182.5,189,2.93,"HB.L.1.H","HB.L.1"
"148","HB","2011","L","H",1,"TR",208,6,5.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,183,182.5,189,2.93,"HB.L.1.H","HB.L.1"
"149","HB","2011","L","L",2,"TR",181,1,1.1,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"new",148,154,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"150","HB","2011","L","L",2,"TR",189,2,1.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"151","HB","2011","L","L",2,"TR",193,3,1.1,NA,12,"",NA,NA,0,5,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"152","HB","2011","L","L",2,"TR",201,4,1.1,1,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"153","HB","2011","L","L",2,"TR",208,5,1.1,1,7,">6",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"154","HB","2011","L","L",2,"TR",217,6,1.1,1,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"155","HB","2011","L","L",2,"TR",222,7,1.1,1,6,"8",NA,NA,0,NA,NA,NA,8,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"156","HB","2011","L","L",2,"TR",229,8,1.1,1,7,"13",NA,NA,0,NA,2,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"157","HB","2011","L","L",2,"TR",181,1,1.5,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"new",151,157,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"158","HB","2011","L","L",2,"TR",189,2,1.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"159","HB","2011","L","L",2,"TR",193,3,1.5,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"160","HB","2011","L","L",2,"TR",201,4,1.5,NA,14,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"161","HB","2011","L","L",2,"TR",181,1,3.2,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"new",151,157,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"162","HB","2011","L","L",2,"TR",189,2,3.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"163","HB","2011","L","L",2,"TR",193,3,3.2,NA,12,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"164","HB","2011","L","L",2,"TR",201,4,3.2,NA,NA,"",NA,NA,0,4,NA,NA,NA,NA,".",NA,NA,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"165","HB","2011","L","L",2,"TR",208,5,3.2,NA,14,"",NA,1,3,1,NA,NA,NA,NA,".",NA,NA,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"166","HB","2011","L","L",2,"TR",217,6,3.2,NA,NA,"",NA,5,0,NA,NA,NA,NA,NA,".",NA,NA,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"167","HB","2011","L","L",2,"TR",222,7,3.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,208,206.5,208,3,"HB.L.2.L","HB.L.2"
"168","HB","2011","L","L",2,"TR",181,1,3.3,NA,10,"",NA,NA,0,NA,NA,NA,NA,NA,"new",144,151,193,193,201,3,"HB.L.2.L","HB.L.2"
"169","HB","2011","L","L",2,"TR",189,2,3.3,NA,NA,"",NA,NA,0,1,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.L","HB.L.2"
"170","HB","2011","L","L",2,"TR",193,3,3.3,NA,13,"",NA,NA,1,6,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.L","HB.L.2"
"171","HB","2011","L","L",2,"TR",201,4,3.3,NA,NA,"",NA,4,3,3,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.L","HB.L.2"
"172","HB","2011","L","L",2,"TR",208,5,3.3,NA,15,"",NA,8,2,1,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.L","HB.L.2"
"173","HB","2011","L","L",2,"TR",217,6,3.3,NA,NA,"",NA,11,0,NA,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.L","HB.L.2"
"174","HB","2011","L","L",2,"TR",222,7,3.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,193,193,201,3,"HB.L.2.L","HB.L.2"
"175","HB","2011","L","L",2,"TR",181,1,3.5,NA,1,"6",NA,NA,0,NA,NA,NA,NA,NA,"new",177,178,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"176","HB","2011","L","L",2,"TR",189,2,3.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"177","HB","2011","L","L",2,"TR",193,3,3.5,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"178","HB","2011","L","L",2,"TR",201,4,3.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,"HB.L.2.L","HB.L.2"
"179","HB","2011","L","L",2,"TR",181,1,4.1,NA,10,"",NA,NA,0,NA,NA,NA,NA,NA,"new",144,151,201,200,208,3,"HB.L.2.L","HB.L.2"
"180","HB","2011","L","L",2,"TR",189,2,4.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,201,200,208,3,"HB.L.2.L","HB.L.2"
"181","HB","2011","L","L",2,"TR",193,3,4.1,NA,12,"",NA,NA,0,1,NA,NA,NA,NA,".",NA,NA,201,200,208,3,"HB.L.2.L","HB.L.2"
"182","HB","2011","L","L",2,"TR",201,4,4.1,NA,NA,"",NA,NA,3,2,NA,NA,NA,NA,".",NA,NA,201,200,208,3,"HB.L.2.L","HB.L.2"
"183","HB","2011","L","L",2,"TR",208,5,4.1,NA,16,"",NA,4,1,2,NA,NA,NA,NA,".",NA,NA,201,200,208,3,"HB.L.2.L","HB.L.2"
"184","HB","2011","L","L",2,"TR",217,6,4.1,NA,NA,"",NA,6,0,NA,NA,NA,NA,NA,".",NA,NA,201,200,208,3,"HB.L.2.L","HB.L.2"
"185","HB","2011","L","L",2,"TR",222,7,4.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,201,200,208,3,"HB.L.2.L","HB.L.2"
"186","HB","2011","L","L",2,"TR",181,1,4.2,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"new",148,154,201,199,201,3,"HB.L.2.L","HB.L.2"
"187","HB","2011","L","L",2,"TR",189,2,4.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,201,199,201,3,"HB.L.2.L","HB.L.2"
"188","HB","2011","L","L",2,"TR",193,3,4.2,NA,12,"2",NA,NA,0,5,NA,NA,NA,NA,".",NA,NA,201,199,201,3,"HB.L.2.L","HB.L.2"
"189","HB","2011","L","L",2,"TR",201,4,4.2,NA,NA,"",NA,3,2,3,NA,NA,NA,NA,".",NA,NA,201,199,201,3,"HB.L.2.L","HB.L.2"
"190","HB","2011","L","L",2,"TR",208,5,4.2,NA,15,"",NA,6,2,1,NA,NA,NA,NA,".",NA,NA,201,199,201,3,"HB.L.2.L","HB.L.2"
"191","HB","2011","L","L",2,"TR",217,6,4.2,NA,NA,"",NA,9,0,NA,NA,NA,NA,NA,".",NA,NA,201,199,201,3,"HB.L.2.L","HB.L.2"
"192","HB","2011","L","L",2,"TR",222,7,4.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,201,199,201,3,"HB.L.2.L","HB.L.2"
"193","HB","2011","L","L",2,"TR",181,1,4.5,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"new",151,157,217,217,222,3,"HB.L.2.L","HB.L.2"
"194","HB","2011","L","L",2,"TR",193,2,4.5,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,217,217,222,3,"HB.L.2.L","HB.L.2"
"195","HB","2011","L","L",2,"TR",201,3,4.5,NA,NA,"",NA,0,0,0,NA,NA,NA,NA,".",NA,NA,217,217,222,3,"HB.L.2.L","HB.L.2"
"196","HB","2011","L","L",2,"TR",208,4,4.5,NA,11,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,217,217,222,3,"HB.L.2.L","HB.L.2"
"197","HB","2011","L","L",2,"TR",217,5,4.5,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,".",NA,NA,217,217,222,3,"HB.L.2.L","HB.L.2"
"198","HB","2011","L","L",2,"TR",222,6,4.5,NA,12,"",NA,1,2,NA,NA,NA,NA,NA,".",NA,NA,217,217,222,3,"HB.L.2.L","HB.L.2"
"199","HB","2011","L","L",2,"TR",229,7,4.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,217,217,222,3,"HB.L.2.L","HB.L.2"
"200","HB","2011","L","L",2,"TR",181,1,5.2,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,"new",155,160,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"201","HB","2011","L","L",2,"TR",189,2,5.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"202","HB","2011","L","L",2,"TR",193,3,5.2,NA,10,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"203","HB","2011","L","L",2,"TR",201,4,5.2,NA,NA,"",NA,NA,0,3,NA,NA,NA,NA,".",NA,NA,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"204","HB","2011","L","L",2,"TR",208,5,5.2,NA,12,"",NA,1,1,3,NA,NA,NA,NA,".",NA,NA,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"205","HB","2011","L","L",2,"TR",217,6,5.2,NA,NA,"",NA,5,0,NA,NA,NA,NA,NA,".",NA,NA,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"206","HB","2011","L","L",2,"TR",222,7,5.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,208,207.5,208,3,"HB.L.2.L","HB.L.2"
"207","HB","2011","L","L",2,"TR",189,1,5.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"new",NA,NA,201,200.5,208,3,"HB.L.2.L","HB.L.2"
"208","HB","2011","L","L",2,"TR",193,2,5.5,NA,10,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,201,200.5,208,3,"HB.L.2.L","HB.L.2"
"209","HB","2011","L","L",2,"TR",201,3,5.5,NA,NA,"",NA,NA,2,3,NA,NA,NA,NA,".",NA,NA,201,200.5,208,3,"HB.L.2.L","HB.L.2"
"210","HB","2011","L","L",2,"TR",208,4,5.5,NA,12,"",NA,3,1,1,NA,NA,NA,NA,".",NA,NA,201,200.5,208,3,"HB.L.2.L","HB.L.2"
"211","HB","2011","L","L",2,"TR",217,5,5.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,201,200.5,208,3,"HB.L.2.L","HB.L.2"
"212","HB","2011","L","M",2,"TR",181,1,1.4,NA,11,"10",NA,NA,0,1,NA,NA,NA,NA,"new",154,148,189,188,193,3,"HB.L.2.M","HB.L.2"
"213","HB","2011","L","M",2,"TR",189,2,1.4,NA,NA,"",NA,NA,3,5,NA,NA,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"214","HB","2011","L","M",2,"TR",193,3,1.4,NA,16,"20",NA,2,4,7,NA,NA,8,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"215","HB","2011","L","M",2,"TR",201,4,1.4,NA,NA,"",NA,11,2,NA,3,5,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"216","HB","2011","L","M",2,"TR",208,5,1.4,NA,16,"20",NA,13,0,NA,6,NA,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"217","HB","2011","L","M",2,"TR",217,6,1.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"218","HB","2011","L","M",2,"TR",181,1,1.5,NA,10,"10",NA,NA,0,NA,NA,NA,NA,NA,"new",156,151,189,188,193,3,"HB.L.2.M","HB.L.2"
"219","HB","2011","L","M",2,"TR",189,2,1.5,NA,NA,"",NA,NA,3,6,NA,NA,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"220","HB","2011","L","M",2,"TR",193,3,1.5,NA,16,"18",NA,3,3,8,NA,NA,6,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"221","HB","2011","L","M",2,"TR",201,4,1.5,NA,NA,"",NA,12,2,NA,5,1,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"222","HB","2011","L","M",2,"TR",208,5,1.5,NA,17,"17",NA,14,0,NA,16,NA,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"223","HB","2011","L","M",2,"TR",217,6,1.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"224","HB","2011","L","M",2,"TR",181,1,2.4,NA,10,"6",NA,NA,0,2,NA,NA,NA,NA,"new",156,151,189,187,193,3,"HB.L.2.M","HB.L.2"
"225","HB","2011","L","M",2,"TR",189,2,2.4,NA,NA,"",NA,NA,3,5,NA,NA,NA,NA,".",NA,NA,189,187,193,3,"HB.L.2.M","HB.L.2"
"226","HB","2011","L","M",2,"TR",193,3,2.4,NA,16,"15",NA,3,4,6,NA,NA,6,NA,".",NA,NA,189,187,193,3,"HB.L.2.M","HB.L.2"
"227","HB","2011","L","M",2,"TR",201,4,2.4,NA,NA,"",NA,13,1,NA,5,1,NA,NA,".",NA,NA,189,187,193,3,"HB.L.2.M","HB.L.2"
"228","HB","2011","L","M",2,"TR",208,5,2.4,NA,17,"12",NA,15,0,NA,6,NA,NA,NA,".",NA,NA,189,187,193,3,"HB.L.2.M","HB.L.2"
"229","HB","2011","L","M",2,"TR",217,6,2.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,189,187,193,3,"HB.L.2.M","HB.L.2"
"230","HB","2011","L","M",2,"TR",181,1,2.5,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"new",159,154,NA,NA,NA,3,"HB.L.2.M","HB.L.2"
"231","HB","2011","L","M",2,"TR",193,2,2.5,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.M","HB.L.2"
"232","HB","2011","L","M",2,"TR",201,3,2.5,NA,NA,"",NA,NA,0,2,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.M","HB.L.2"
"233","HB","2011","L","M",2,"TR",208,4,2.5,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.M","HB.L.2"
"234","HB","2011","L","M",2,"TR",217,5,2.5,NA,11,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,"HB.L.2.M","HB.L.2"
"235","HB","2011","L","M",2,"TR",181,1,3.3,NA,11,"9",NA,NA,0,2,NA,NA,NA,NA,"new",154,148,189,188,193,3,"HB.L.2.M","HB.L.2"
"236","HB","2011","L","M",2,"TR",189,2,3.3,NA,NA,"",NA,NA,3,6,NA,NA,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"237","HB","2011","L","M",2,"TR",193,3,3.3,NA,16,"16",NA,3,3,7,NA,NA,4,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"238","HB","2011","L","M",2,"TR",201,4,3.3,NA,NA,"",NA,10,3,NA,3,1,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"239","HB","2011","L","M",2,"TR",208,5,3.3,NA,16,"14",NA,12,0,NA,4,NA,NA,NA,".",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"240","HB","2011","L","M",2,"TR",217,6,3.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,189,188,193,3,"HB.L.2.M","HB.L.2"
"241","HB","2011","L","M",2,"TR",181,1,3.5,NA,10,"2",NA,NA,0,NA,NA,NA,NA,NA,"new",156,151,201,198,208,3,"HB.L.2.M","HB.L.2"
"242","HB","2011","L","M",2,"TR",189,2,3.5,NA,NA,"",NA,NA,0,3,NA,NA,NA,NA,".",NA,NA,201,198,208,3,"HB.L.2.M","HB.L.2"
"243","HB","2011","L","M",2,"TR",201,3,3.5,NA,NA,"",NA,NA,7,NA,NA,NA,NA,NA,".",NA,NA,201,198,208,3,"HB.L.2.M","HB.L.2"
"244","HB","2011","L","M",2,"TR",208,4,3.5,NA,13,"6",NA,7,0,NA,NA,NA,NA,NA,".",NA,NA,201,198,208,3,"HB.L.2.M","HB.L.2"
"245","HB","2011","L","M",2,"TR",217,5,3.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,201,198,208,3,"HB.L.2.M","HB.L.2"
"246","HB","2011","L","M",2,"TR",189,1,4.4,NA,NA,"",NA,NA,0,5,NA,NA,NA,NA,"new",NA,NA,193,193,201,3,"HB.L.2.M","HB.L.2"
"247","HB","2011","L","M",2,"TR",193,2,4.4,NA,12,"9",NA,NA,1,6,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.M","HB.L.2"
"248","HB","2011","L","M",2,"TR",201,3,4.4,NA,NA,"",NA,5,2,1,NA,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.M","HB.L.2"
"249","HB","2011","L","M",2,"TR",208,4,4.4,NA,14,"11",NA,7,0,NA,1,NA,NA,NA,".",NA,NA,193,193,201,3,"HB.L.2.M","HB.L.2"
"250","HB","2011","L","M",2,"TR",217,5,4.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,193,193,201,3,"HB.L.2.M","HB.L.2"
"251","HB","2011","L","M",2,"TR",181,1,5.1,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"new",159,154,193,191.5,201,3,"HB.L.2.M","HB.L.2"
"252","HB","2011","L","M",2,"TR",189,2,5.1,NA,NA,"",NA,NA,0,6,NA,NA,NA,NA,".",NA,NA,193,191.5,201,3,"HB.L.2.M","HB.L.2"
"253","HB","2011","L","M",2,"TR",193,3,5.1,NA,13,"3",NA,NA,4,5,NA,NA,NA,NA,".",NA,NA,193,191.5,201,3,"HB.L.2.M","HB.L.2"
"254","HB","2011","L","M",2,"TR",201,4,5.1,NA,NA,"",NA,5,1,NA,NA,NA,NA,NA,".",NA,NA,193,191.5,201,3,"HB.L.2.M","HB.L.2"
"255","HB","2011","L","M",2,"TR",208,5,5.1,NA,13,"",NA,9,0,NA,NA,NA,NA,NA,".",NA,NA,193,191.5,201,3,"HB.L.2.M","HB.L.2"
"256","HB","2011","L","M",2,"TR",217,6,5.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,193,191.5,201,3,"HB.L.2.M","HB.L.2"
"257","HB","2011","L","M",2,"TR",181,1,5.2,NA,10,"4",NA,NA,0,NA,NA,NA,NA,NA,"new",156,151,189,189,201,3,"HB.L.2.M","HB.L.2"
"258","HB","2011","L","M",2,"TR",189,2,5.2,NA,NA,"",NA,NA,1,3,NA,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"259","HB","2011","L","M",2,"TR",193,3,5.2,NA,14,"9",NA,NA,3,6,NA,NA,1,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"260","HB","2011","L","M",2,"TR",201,4,5.2,NA,NA,"",NA,7,2,NA,NA,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"261","HB","2011","L","M",2,"TR",208,5,5.2,NA,15,"7",NA,9,0,NA,1,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"262","HB","2011","L","M",2,"TR",217,6,5.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"263","HB","2011","L","M",2,"TR",181,1,5.4,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"new",159,154,189,189,201,3,"HB.L.2.M","HB.L.2"
"264","HB","2011","L","M",2,"TR",189,2,5.4,NA,NA,"",NA,NA,1,5,NA,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"265","HB","2011","L","M",2,"TR",193,3,5.4,NA,13,"4",NA,NA,3,7,NA,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"266","HB","2011","L","M",2,"TR",201,4,5.4,NA,NA,"",NA,8,1,NA,NA,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"267","HB","2011","L","M",2,"TR",208,5,5.4,NA,13,"4",NA,10,0,NA,NA,NA,NA,NA,".",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"268","HB","2011","L","M",2,"TR",217,6,5.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,189,189,201,3,"HB.L.2.M","HB.L.2"
"269","HB","2011","L","H",2,"TR",181,1,1.1,NA,8,"",NA,NA,1,2,NA,NA,NA,NA,"new",157,157,181,181,NA,3,"HB.L.2.H","HB.L.2"
"270","HB","2011","L","H",2,"TR",183,2,1.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,181,181,NA,3,"HB.L.2.H","HB.L.2"
"271","HB","2011","L","H",2,"TR",181,1,1.2,NA,9,"",NA,NA,3,1,NA,NA,NA,NA,"new",154,154,181,180,183,3,"HB.L.2.H","HB.L.2"
"272","HB","2011","L","H",2,"TR",183,2,1.2,NA,NA,"",NA,1,3,NA,NA,NA,NA,NA,".",NA,NA,181,180,183,3,"HB.L.2.H","HB.L.2"
"273","HB","2011","L","H",2,"TR",189,3,1.2,NA,NA,"",NA,4,0,NA,NA,NA,NA,NA,".",NA,NA,181,180,183,3,"HB.L.2.H","HB.L.2"
"274","HB","2011","L","H",2,"TR",193,4,1.2,NA,8,"",NA,4,0,NA,NA,NA,NA,NA,".",NA,NA,181,180,183,3,"HB.L.2.H","HB.L.2"
"275","HB","2011","L","H",2,"TR",201,5,1.2,NA,NA,"",NA,4,0,NA,NA,NA,NA,NA,".",NA,NA,181,180,183,3,"HB.L.2.H","HB.L.2"
"276","HB","2011","L","H",2,"TR",208,6,1.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,181,180,183,3,"HB.L.2.H","HB.L.2"
"277","HB","2011","L","H",2,"TR",181,1,1.4,NA,8,"",NA,NA,0,2,NA,NA,NA,NA,"new",157,157,183,182.5,189,3,"HB.L.2.H","HB.L.2"
"278","HB","2011","L","H",2,"TR",183,2,1.4,NA,NA,"",NA,NA,2,NA,NA,NA,NA,NA,".",NA,NA,183,182.5,189,3,"HB.L.2.H","HB.L.2"
"279","HB","2011","L","H",2,"TR",189,3,1.4,NA,NA,"",NA,2,0,NA,NA,NA,NA,NA,".",NA,NA,183,182.5,189,3,"HB.L.2.H","HB.L.2"
"280","HB","2011","L","H",2,"TR",193,4,1.4,NA,7,"",NA,2,0,NA,NA,NA,NA,NA,".",NA,NA,183,182.5,189,3,"HB.L.2.H","HB.L.2"
"281","HB","2011","L","H",2,"TR",201,5,1.4,NA,NA,"",NA,2,0,NA,NA,NA,NA,NA,".",NA,NA,183,182.5,189,3,"HB.L.2.H","HB.L.2"
"282","HB","2011","L","H",2,"TR",208,6,1.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,183,182.5,189,3,"HB.L.2.H","HB.L.2"
"283","HB","2011","L","H",2,"TR",189,1,1.5,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"284","HB","2011","L","H",2,"TR",193,2,1.5,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"285","HB","2011","L","H",2,"TR",201,3,1.5,NA,NA,"",NA,0,0,0,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"286","HB","2011","L","H",2,"TR",208,4,1.5,1,3,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"287","HB","2011","L","H",2,"TR",181,1,3.3,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"new",166,166,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"288","HB","2011","L","H",2,"TR",183,2,3.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"289","HB","2011","L","H",2,"TR",189,3,3.3,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,"HB.L.2.H","HB.L.2"
"290","HB","2011","L","H",2,"TR",181,1,3.5,NA,9,"",NA,NA,5,2,NA,NA,NA,NA,"new",154,154,181,179,183,3,"HB.L.2.H","HB.L.2"
"291","HB","2011","L","H",2,"TR",183,2,3.5,NA,NA,"",NA,1,4,2,NA,NA,NA,NA,".",NA,NA,181,179,183,3,"HB.L.2.H","HB.L.2"
"292","HB","2011","L","H",2,"TR",189,3,3.5,NA,NA,"",NA,7,0,NA,NA,NA,NA,NA,".",NA,NA,181,179,183,3,"HB.L.2.H","HB.L.2"
"293","HB","2011","L","H",2,"TR",193,4,3.5,NA,9,"",NA,7,0,NA,NA,NA,NA,NA,".",NA,NA,181,179,183,3,"HB.L.2.H","HB.L.2"
"294","HB","2011","L","H",2,"TR",201,5,3.5,NA,NA,"",NA,7,0,NA,NA,NA,NA,NA,".",NA,NA,181,179,183,3,"HB.L.2.H","HB.L.2"
"295","HB","2011","L","H",2,"TR",208,6,3.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,181,179,183,3,"HB.L.2.H","HB.L.2"
"296","HB","2011","L","H",2,"TR",181,1,4.1,NA,8,"",NA,NA,2,3,NA,NA,NA,NA,"new",157,157,181,180.5,189,3,"HB.L.2.H","HB.L.2"
